match_id,date,team,opponent,side,source,goals,conceded,possession,shots,sot,passes,pass_acc,big_chances,big_missed,saves,fouls,duels_won,xg,corners
2022_12_02_South_Korea_vs_Portugal,2022-12-02,South Korea,Portugal,home,whoscored,2,1,39,13,11,390,77,2,0,9,9,52,,
2022_12_02_South_Korea_vs_Portugal,2022-12-02,Portugal,South Korea,away,whoscored,1,2,61,13,10,618,86,2,1,9,10,48,,
2022_12_03_Argentina_vs_Australia,2022-12-03,Argentina,Australia,home,fotmob,2,1,61,14,5,695,88,4,3,1,8,56,2.98,1
2022_12_03_Argentina_vs_Australia,2022-12-03,Australia,Argentina,away,fotmob,1,2,39,5,1,435,83,1,1,3,15,44,0.64,3
2022_12_03_Argentina_vs_Australia,2022-12-03,Argentina,Australia,home,whoscored,2,1,60,15,8,726,87,4,3,3,8,52,,
2022_12_03_Argentina_vs_Australia,2022-12-03,Australia,Argentina,away,whoscored,1,2,40,5,3,477,81,1,1,5,15,48,,
2022_12_03_Netherlands_vs_USA,2022-12-03,Netherlands,USA,home,fotmob,3,1,42,11,6,414,76,3,2,5,10,52,1.67,4
2022_12_03_Netherlands_vs_USA,2022-12-03,USA,Netherlands,away,fotmob,1,3,58,17,8,569,83,3,3,4,5,48,1.49,5
2022_12_03_Netherlands_vs_USA,2022-12-03,Netherlands,USA,home,whoscored,3,1,42,11,7,442,75,3,2,11,10,55,,
2022_12_03_Netherlands_vs_USA,2022-12-03,USA,Netherlands,away,whoscored,1,3,58,17,12,620,80,3,3,5,5,45,,
2022_12_04_England_vs_Senegal,2022-12-04,England,Senegal,home,fotmob,3,0,61,8,4,589,86,3,0,1,16,51,1.02,3
2022_12_04_England_vs_Senegal,2022-12-04,Senegal,England,away,fotmob,0,3,39,10,1,368,80,1,1,1,12,49,0.8,3
2022_12_04_England_vs_Senegal,2022-12-04,England,Senegal,home,whoscored,3,0,61,8,4,627,85,3,0,5,16,52,,
2022_12_04_England_vs_Senegal,2022-12-04,Senegal,England,away,whoscored,0,3,39,10,5,400,79,1,1,1,12,48,,
2022_12_04_France_vs_Poland,2022-12-04,France,Poland,home,fotmob,3,1,55,16,8,551,86,1,0,1,10,49,1.37,7
2022_12_04_France_vs_Poland,2022-12-04,Poland,France,away,fotmob,1,3,45,12,3,456,83,2,1,5,8,51,1.75,1
2022_12_04_France_vs_Poland,2022-12-04,France,Poland,home,whoscored,3,1,55,16,11,598,84,1,0,7,10,52,,
2022_12_04_France_vs_Poland,2022-12-04,Poland,France,away,whoscored,1,3,45,12,8,489,82,2,1,8,8,48,,
2022_12_05_Brazil_vs_South_Korea,2022-12-05,Brazil,South Korea,home,fotmob,4,1,53,18,9,609,89,7,5,5,8,46,3.6,5
2022_12_05_Brazil_vs_South_Korea,2022-12-05,South Korea,Brazil,away,fotmob,1,4,47,8,6,529,87,1,1,5,13,54,0.48,4
2022_12_05_Brazil_vs_South_Korea,2022-12-05,Brazil,South Korea,home,whoscored,4,1,53,18,11,639,88,7,5,5,8,41,,
2022_12_05_Brazil_vs_South_Korea,2022-12-05,South Korea,Brazil,away,whoscored,1,4,47,8,6,558,85,1,1,7,13,59,,
2022_12_05_Japan_vs_Croatia,2022-12-05,Japan,Croatia,home,fotmob,1,1,42,13,4,524,75,3,2,3,13,48,1.21,8
2022_12_05_Japan_vs_Croatia,2022-12-05,Croatia,Japan,away,fotmob,1,1,58,17,4,725,84,2,2,3,16,52,1.45,5
2022_12_05_Japan_vs_Croatia,2022-12-05,Japan,Croatia,home,whoscored,1,1,42,13,8,585,73,3,2,10,13,44,,
2022_12_05_Japan_vs_Croatia,2022-12-05,Croatia,Japan,away,whoscored,1,1,58,17,11,801,81,2,2,7,16,56,,
2022_12_06_Morocco_vs_Spain,2022-12-06,Morocco,Spain,home,fotmob,0,0,23,6,2,305,71,1,1,1,15,55,0.72,0
2022_12_06_Morocco_vs_Spain,2022-12-06,Spain,Morocco,away,fotmob,0,0,77,13,1,1019,91,3,3,2,14,45,1.01,8
2022_12_06_Morocco_vs_Spain,2022-12-06,Morocco,Spain,home,whoscored,0,0,24,6,2,347,69,1,1,6,15,56,,
2022_12_06_Morocco_vs_Spain,2022-12-06,Spain,Morocco,away,whoscored,0,0,76,13,6,1084,89,3,3,2,14,44,,
2022_12_06_Portugal_vs_Switzerland,2022-12-06,Portugal,Switzerland,home,fotmob,6,1,48,15,9,449,83,5,1,1,12,57,2.36,6
2022_12_06_Portugal_vs_Switzerland,2022-12-06,Switzerland,Portugal,away,fotmob,1,6,52,10,3,488,84,2,1,3,10,43,1.07,6
2022_12_06_Portugal_vs_Switzerland,2022-12-06,Portugal,Switzerland,home,whoscored,6,1,47,15,12,482,82,5,1,6,12,60,,
2022_12_06_Portugal_vs_Switzerland,2022-12-06,Switzerland,Portugal,away,whoscored,1,6,53,10,7,534,83,2,1,6,10,40,,
2022_12_09_Croatia_vs_Brazil,2022-12-09,Croatia,Brazil,home,fotmob,1,1,50,9,1,694,88,0,0,11,22,55,0.63,3
2022_12_09_Croatia_vs_Brazil,2022-12-09,Brazil,Croatia,away,fotmob,1,1,50,21,11,684,89,4,3,0,24,45,2.55,7
2022_12_09_Croatia_vs_Brazil,2022-12-09,Croatia,Brazil,home,whoscored,1,1,50,9,4,738,86,0,0,18,22,55,,
2022_12_09_Croatia_vs_Brazil,2022-12-09,Brazil,Croatia,away,whoscored,1,1,50,21,18,735,87,4,3,3,24,45,,
2022_12_09_Netherlands_vs_Argentina,2022-12-09,Netherlands,Argentina,home,fotmob,2,2,52,6,2,634,83,0,0,3,30,45,0.55,2
2022_12_09_Netherlands_vs_Argentina,2022-12-09,Argentina,Netherlands,away,fotmob,2,2,48,14,5,602,83,2,0,0,18,55,1.92,8
2022_12_09_Netherlands_vs_Argentina,2022-12-09,Netherlands,Argentina,home,whoscored,2,2,52,6,5,700,82,0,0,6,30,48,,
2022_12_09_Netherlands_vs_Argentina,2022-12-09,Argentina,Netherlands,away,whoscored,2,2,48,14,9,640,82,2,0,3,18,52,,
2022_12_10_England_vs_France,2022-12-10,England,France,home,fotmob,1,2,57,16,8,503,88,3,2,3,10,55,2.41,5
2022_12_10_England_vs_France,2022-12-10,France,England,away,fotmob,2,1,43,8,5,377,81,2,1,6,14,45,1.01,2
2022_12_10_England_vs_France,2022-12-10,England,France,home,whoscored,1,2,57,16,12,542,85,3,2,4,10,52,,
2022_12_10_England_vs_France,2022-12-10,France,England,away,whoscored,2,1,43,8,6,407,80,2,1,11,14,48,,
2022_12_10_Morocco_vs_Portugal,2022-12-10,Morocco,Portugal,home,fotmob,1,0,27,9,3,247,71,2,1,3,15,48,1.4,3
2022_12_10_Morocco_vs_Portugal,2022-12-10,Portugal,Morocco,away,fotmob,0,1,73,12,3,663,86,3,3,2,9,52,0.92,9
2022_12_10_Morocco_vs_Portugal,2022-12-10,Morocco,Portugal,home,whoscored,1,0,27,9,3,267,70,2,1,6,15,50,,
2022_12_10_Morocco_vs_Portugal,2022-12-10,Portugal,Morocco,away,whoscored,0,1,73,12,6,729,83,3,3,2,9,50,,
2022_12_13_Argentina_vs_Croatia,2022-12-13,Argentina,Croatia,home,fotmob,3,0,39,9,7,399,83,6,3,3,15,43,2.34,2
2022_12_13_Argentina_vs_Croatia,2022-12-13,Croatia,Argentina,away,fotmob,0,3,61,12,2,607,87,0,0,4,8,57,0.52,4
2022_12_13_Argentina_vs_Croatia,2022-12-13,Argentina,Croatia,home,whoscored,3,0,39,9,8,426,83,6,3,6,15,36,,
2022_12_13_Argentina_vs_Croatia,2022-12-13,Croatia,Argentina,away,whoscored,0,3,61,12,5,653,85,0,0,5,8,64,,
2022_12_14_France_vs_Morocco,2022-12-14,France,Morocco,home,fotmob,2,0,39,14,3,363,81,3,2,2,11,58,2.1,2
2022_12_14_France_vs_Morocco,2022-12-14,Morocco,France,away,fotmob,0,2,61,13,3,576,87,1,1,0,11,42,1.0,3
2022_12_14_France_vs_Morocco,2022-12-14,France,Morocco,home,whoscored,2,0,39,14,8,386,80,3,2,8,11,62,,
2022_12_14_France_vs_Morocco,2022-12-14,Morocco,France,away,whoscored,0,2,61,13,8,609,85,1,1,5,11,38,,
2022_12_17_Croatia_vs_Morocco,2022-12-17,Croatia,Morocco,home,fotmob,2,1,51,12,4,487,84,1,1,1,13,53,0.66,6
2022_12_17_Croatia_vs_Morocco,2022-12-17,Morocco,Croatia,away,fotmob,1,2,49,9,2,472,85,2,1,2,11,47,1.19,3
2022_12_17_Croatia_vs_Morocco,2022-12-17,Croatia,Morocco,home,whoscored,2,1,50,12,7,519,83,1,1,3,13,53,,
2022_12_17_Croatia_vs_Morocco,2022-12-17,Morocco,Croatia,away,whoscored,1,2,50,9,4,512,83,2,1,4,11,47,,
2022_12_18_Argentina_vs_France,2022-12-18,Argentina,France,home,fotmob,3,3,54,20,10,635,83,5,2,2,26,40,3.23,6
2022_12_18_Argentina_vs_France,2022-12-18,France,Argentina,away,fotmob,3,3,46,10,5,532,77,3,1,7,19,60,2.27,5
2022_12_18_Argentina_vs_France,2022-12-18,Argentina,France,home,whoscored,3,3,54,20,13,685,81,5,2,4,26,39,,
2022_12_18_Argentina_vs_France,2022-12-18,France,Argentina,away,whoscored,3,3,46,10,8,582,75,3,1,10,19,61,,
