match_id,date,team,opponent,side,goals,conceded,possession,shots,sot,passes,pass_acc,big_chances,big_missed,saves,fouls,duels_won,xg
2022_11_24_Brazil_vs_Serbia,2022-11-24,Serbia,Brazil,away,0,2,41,5,2,439,80,0,0,12,12,51,0.16
2022_11_24_Portugal_vs_Ghana,2022-11-24,Portugal,Ghana,home,3,2,62,11,8,659,89,5,2,2,14,57,2.28
2022_11_24_Portugal_vs_Ghana,2022-11-24,Ghana,Portugal,away,2,3,38,9,4,412,81,2,0,5,19,43,1.16
2022_11_24_Switzerland_vs_Cameroon,2022-11-24,Switzerland,Cameroon,home,1,0,51,7,4,556,84,3,2,6,12,49,1.57
2022_11_24_Switzerland_vs_Cameroon,2022-11-24,Cameroon,Switzerland,away,0,1,49,8,6,535,85,1,1,3,10,51,0.72
2022_11_24_Uruguay_vs_South_Korea,2022-11-24,Uruguay,South Korea,home,0,0,56,10,3,584,82,1,1,1,7,56,0.55
2022_11_24_Uruguay_vs_South_Korea,2022-11-24,South Korea,Uruguay,away,0,0,44,7,1,467,78,1,1,3,10,44,0.62
2022_11_25_England_vs_USA,2022-11-25,England,USA,home,0,0,56,8,4,576,87,1,1,5,9,52,0.72
2022_11_25_England_vs_USA,2022-11-25,USA,England,away,0,0,44,10,5,463,84,1,1,4,15,48,0.74
2022_11_25_Netherlands_vs_Ecuador,2022-11-25,Netherlands,Ecuador,home,1,1,54,2,1,541,83,0,0,8,15,55,0.11
2022_11_25_Netherlands_vs_Ecuador,2022-11-25,Ecuador,Netherlands,away,1,1,46,15,11,465,79,1,0,0,12,45,1.6
2022_11_25_Qatar_vs_Senegal,2022-11-25,Qatar,Senegal,home,1,3,45,10,5,453,81,1,1,4,7,54,0.9
2022_11_25_Qatar_vs_Senegal,2022-11-25,Senegal,Qatar,away,3,1,55,13,7,545,86,2,0,3,12,46,1.04
2022_11_25_Wales_vs_Iran,2022-11-25,Wales,Iran,home,0,2,62,10,5,566,78,1,1,13,9,49,0.88
2022_11_25_Wales_vs_Iran,2022-11-25,Iran,Wales,away,2,0,38,21,15,348,66,2,1,5,10,51,1.64
2022_11_26_Argentina_vs_Mexico,2022-11-26,Argentina,Mexico,home,2,0,58,5,2,566,84,0,0,2,15,54,0.29
2022_11_26_Argentina_vs_Mexico,2022-11-26,Mexico,Argentina,away,0,2,42,4,2,405,77,0,0,0,19,46,0.22
2022_11_26_France_vs_Denmark,2022-11-26,France,Denmark,home,2,1,48,21,15,538,86,4,3,3,4,53,2.56
2022_11_26_France_vs_Denmark,2022-11-26,Denmark,France,away,1,2,52,10,4,571,86,1,0,12,9,47,0.69
2022_11_26_Poland_vs_Saudi_Arabia,2022-11-26,Poland,Saudi Arabia,home,2,0,36,9,5,337,77,5,3,8,18,45,1.93
2022_11_26_Poland_vs_Saudi_Arabia,2022-11-26,Saudi Arabia,Poland,away,0,2,64,16,8,582,85,3,3,3,15,55,1.99
2022_11_26_Tunisia_vs_Australia,2022-11-26,Tunisia,Australia,home,0,1,58,14,10,562,76,1,1,3,16,53,1.05
2022_11_26_Tunisia_vs_Australia,2022-11-26,Australia,Tunisia,away,1,0,42,9,4,398,68,1,1,10,15,47,0.47
2022_11_27_Belgium_vs_Morocco,2022-11-27,Belgium,Morocco,home,0,2,67,10,5,698,88,2,2,2,10,51,0.99
2022_11_27_Belgium_vs_Morocco,2022-11-27,Morocco,Belgium,away,2,0,33,10,4,348,84,1,0,6,14,49,1.39
2022_11_27_Croatia_vs_Canada,2022-11-27,Croatia,Canada,home,4,1,48,13,10,497,84,6,4,4,13,44,2.61
2022_11_27_Croatia_vs_Canada,2022-11-27,Canada,Croatia,away,1,4,52,8,5,525,84,1,0,6,5,56,0.46
2022_11_27_Japan_vs_Costa_Rica,2022-11-27,Japan,Costa Rica,home,0,1,57,13,10,619,87,0,0,1,22,43,0.85
2022_11_27_Japan_vs_Costa_Rica,2022-11-27,Costa Rica,Japan,away,1,0,43,4,2,471,80,0,0,9,9,57,0.13
2022_11_27_Spain_vs_Germany,2022-11-27,Spain,Germany,home,1,1,64,7,5,668,85,1,0,6,13,43,0.68
2022_11_27_Spain_vs_Germany,2022-11-27,Germany,Spain,away,1,1,36,11,7,375,79,2,1,4,11,57,1.17
2022_11_28_Brazil_vs_Switzerland,2022-11-28,Brazil,Switzerland,home,1,0,54,13,10,601,88,2,2,4,10,59,1.12
2022_11_28_Brazil_vs_Switzerland,2022-11-28,Switzerland,Brazil,away,0,1,46,6,4,516,84,0,0,9,17,41,0.31
2022_11_28_Cameroon_vs_Serbia,2022-11-28,Cameroon,Serbia,home,3,3,41,13,11,390,72,3,0,4,8,52,2.17
2022_11_28_Cameroon_vs_Serbia,2022-11-28,Serbia,Cameroon,away,3,3,59,15,7,552,81,4,2,7,13,48,1.94
2022_11_28_Portugal_vs_Uruguay,2022-11-28,Portugal,Uruguay,home,2,0,60,15,9,640,83,1,0,4,10,58,1.32
2022_11_28_Portugal_vs_Uruguay,2022-11-28,Uruguay,Portugal,away,0,2,40,11,5,438,73,2,2,5,16,42,1.23
2022_11_28_South_Korea_vs_Ghana,2022-11-28,South Korea,Ghana,home,2,3,63,22,17,600,86,3,1,0,13,47,1.81
2022_11_28_South_Korea_vs_Ghana,2022-11-28,Ghana,South Korea,away,3,2,37,7,3,350,79,2,0,14,9,53,1.5
2022_11_29_Ecuador_vs_Senegal,2022-11-29,Ecuador,Senegal,home,1,2,61,9,6,482,77,1,0,5,23,44,0.93
2022_11_29_Ecuador_vs_Senegal,2022-11-29,Senegal,Ecuador,away,2,1,39,14,7,309,68,3,1,5,11,56,2.1
2022_11_29_Iran_vs_USA,2022-11-29,Iran,USA,home,0,1,49,4,1,506,77,1,1,7,14,49,0.54
2022_11_29_Iran_vs_USA,2022-11-29,USA,Iran,away,1,0,51,12,8,523,84,2,1,1,10,51,1.25
2022_11_29_Netherlands_vs_Qatar,2022-11-29,Netherlands,Qatar,home,2,0,63,13,7,809,92,2,1,3,19,47,1.81
2022_11_29_Netherlands_vs_Qatar,2022-11-29,Qatar,Netherlands,away,0,2,37,5,3,481,82,0,0,4,9,53,0.17
2022_11_29_Wales_vs_England,2022-11-29,Wales,England,home,0,3,35,7,4,351,78,0,0,9,16,43,0.33
2022_11_29_Wales_vs_England,2022-11-29,England,Wales,away,3,0,65,18,12,625,88,4,3,4,9,57,2.59
2022_11_30_Australia_vs_Denmark,2022-11-30,Australia,Denmark,home,1,0,31,8,6,347,64,0,0,8,11,56,0.49
2022_11_30_Australia_vs_Denmark,2022-11-30,Denmark,Australia,away,0,1,69,13,8,720,83,0,0,4,10,44,0.66
2022_11_30_Poland_vs_Argentina,2022-11-30,Poland,Argentina,home,0,2,27,4,2,341,77,0,0,13,6,49,0.27
2022_11_30_Poland_vs_Argentina,2022-11-30,Argentina,Poland,away,2,0,73,23,16,910,92,6,6,2,11,51,3.59
2022_11_30_Saudi_Arabia_vs_Mexico,2022-11-30,Saudi Arabia,Mexico,home,1,2,39,10,3,327,59,1,0,17,20,45,0.98
2022_11_30_Saudi_Arabia_vs_Mexico,2022-11-30,Mexico,Saudi Arabia,away,2,1,61,26,19,488,75,4,3,2,18,55,2.76
2022_11_30_Tunisia_vs_France,2022-11-30,Tunisia,France,home,1,0,34,5,3,365,78,0,0,7,14,36,0.38
2022_11_30_Tunisia_vs_France,2022-11-30,France,Tunisia,away,0,1,66,10,7,673,86,0,0,2,6,64,0.65
2022_12_01_Canada_vs_Morocco,2022-12-01,Canada,Morocco,home,1,2,59,5,1,569,86,1,1,2,14,49,1.22
2022_12_01_Canada_vs_Morocco,2022-12-01,Morocco,Canada,away,2,1,41,7,5,403,79,1,0,1,14,51,0.55
2022_12_01_Costa_Rica_vs_Germany,2022-12-01,Costa Rica,Germany,home,2,4,32,8,7,368,75,3,2,13,3,56,1.39
2022_12_01_Costa_Rica_vs_Germany,2022-12-01,Germany,Costa Rica,away,4,2,68,32,17,770,89,10,6,5,9,44,5.62
2022_12_01_Croatia_vs_Belgium,2022-12-01,Croatia,Belgium,home,0,0,48,11,5,612,85,0,0,8,7,45,0.64
2022_12_01_Croatia_vs_Belgium,2022-12-01,Belgium,Croatia,away,0,0,52,16,8,638,88,5,5,5,9,55,2.94
2022_12_01_Japan_vs_Spain,2022-12-01,Japan,Spain,home,2,1,18,6,4,243,68,1,0,9,9,44,1.29
2022_12_01_Japan_vs_Spain,2022-12-01,Spain,Japan,away,1,2,82,12,10,1104,92,2,1,2,6,56,1.12
2022_12_02_Cameroon_vs_Brazil,2022-12-02,Cameroon,Brazil,home,1,0,35,7,4,325,77,2,1,11,14,55,0.57
2022_12_02_Cameroon_vs_Brazil,2022-12-02,Brazil,Cameroon,away,0,1,65,21,10,593,88,4,4,3,14,45,2.55
2022_12_02_Ghana_vs_Uruguay,2022-12-02,Ghana,Uruguay,home,0,2,50,10,7,490,80,1,1,5,18,49,1.45
2022_12_02_Ghana_vs_Uruguay,2022-12-02,Uruguay,Ghana,away,2,0,50,12,7,473,77,3,2,7,11,51,1.79
2022_12_02_Serbia_vs_Switzerland,2022-12-02,Serbia,Switzerland,home,2,3,54,12,6,519,78,1,1,7,18,52,1.24
2022_12_02_Serbia_vs_Switzerland,2022-12-02,Switzerland,Serbia,away,3,2,46,14,10,451,77,6,4,4,14,48,3.19
2022_12_02_South_Korea_vs_Portugal,2022-12-02,South Korea,Portugal,home,2,1,38,13,11,390,79,2,0,9,9,52,1.57
2022_12_02_South_Korea_vs_Portugal,2022-12-02,Portugal,South Korea,away,1,2,62,13,10,618,88,2,1,9,10,48,1.19
2022_12_03_Argentina_vs_Australia,2022-12-03,Argentina,Australia,home,2,1,61,15,8,726,88,4,3,3,8,56,2.58
2022_12_03_Argentina_vs_Australia,2022-12-03,Australia,Argentina,away,1,2,39,5,3,477,83,1,1,5,15,44,0.6
2022_12_03_Netherlands_vs_USA,2022-12-03,Netherlands,USA,home,3,1,42,11,7,442,76,3,2,11,10,52,1.62
2022_12_03_Netherlands_vs_USA,2022-12-03,USA,Netherlands,away,1,3,58,17,12,620,83,3,3,5,5,48,1.69
2022_12_04_England_vs_Senegal,2022-12-04,England,Senegal,home,3,0,61,8,4,627,86,3,0,5,16,51,1.07
2022_12_04_England_vs_Senegal,2022-12-04,Senegal,England,away,0,3,39,10,5,400,80,1,1,1,12,49,0.91
2022_12_04_France_vs_Poland,2022-12-04,France,Poland,home,3,1,55,16,11,598,86,1,0,7,10,49,1.24
2022_12_04_France_vs_Poland,2022-12-04,Poland,France,away,1,3,45,12,8,489,83,2,1,8,8,51,1.75
2022_12_05_Brazil_vs_South_Korea,2022-12-05,Brazil,South Korea,home,4,1,53,18,11,639,89,7,5,5,8,46,3.66
2022_12_05_Brazil_vs_South_Korea,2022-12-05,South Korea,Brazil,away,1,4,47,8,6,558,87,1,1,7,13,54,0.47
2022_12_05_Japan_vs_Croatia,2022-12-05,Japan,Croatia,home,1,1,42,13,8,585,75,3,2,10,13,48,1.42
2022_12_05_Japan_vs_Croatia,2022-12-05,Croatia,Japan,away,1,1,58,17,11,801,84,2,2,7,16,52,1.4
2022_12_06_Morocco_vs_Spain,2022-12-06,Morocco,Spain,home,0,0,23,6,2,347,71,1,1,6,15,55,0.76
2022_12_06_Morocco_vs_Spain,2022-12-06,Spain,Morocco,away,0,0,77,13,6,1084,91,3,3,2,14,45,1.01
2022_12_06_Portugal_vs_Switzerland,2022-12-06,Portugal,Switzerland,home,6,1,48,15,12,482,83,5,1,6,12,57,2.4
2022_12_06_Portugal_vs_Switzerland,2022-12-06,Switzerland,Portugal,away,1,6,52,10,7,534,84,2,1,6,10,43,0.99
2022_12_09_Croatia_vs_Brazil,2022-12-09,Croatia,Brazil,home,1,1,50,9,4,738,88,0,0,18,22,55,0.55
2022_12_09_Croatia_vs_Brazil,2022-12-09,Brazil,Croatia,away,1,1,50,21,18,735,89,4,3,3,24,45,2.39
2022_12_09_Netherlands_vs_Argentina,2022-12-09,Netherlands,Argentina,home,2,2,52,6,5,700,83,0,0,6,30,45,0.45
2022_12_09_Netherlands_vs_Argentina,2022-12-09,Argentina,Netherlands,away,2,2,48,14,9,640,83,2,0,3,18,55,1.94
2022_12_10_England_vs_France,2022-12-10,England,France,home,1,2,57,16,12,542,88,3,2,4,10,55,2.42
2022_12_10_England_vs_France,2022-12-10,France,England,away,2,1,43,8,6,407,81,2,1,11,14,45,1.11
2022_12_10_Morocco_vs_Portugal,2022-12-10,Morocco,Portugal,home,1,0,27,9,3,267,71,2,1,6,15,48,1.2
2022_12_10_Morocco_vs_Portugal,2022-12-10,Portugal,Morocco,away,0,1,73,12,6,729,86,3,3,2,9,52,1.04
2022_12_13_Argentina_vs_Croatia,2022-12-13,Argentina,Croatia,home,3,0,39,9,8,426,83,6,3,6,15,43,2.63
2022_12_13_Argentina_vs_Croatia,2022-12-13,Croatia,Argentina,away,0,3,61,12,5,653,87,0,0,5,8,57,0.47
2022_12_14_France_vs_Morocco,2022-12-14,France,Morocco,home,2,0,39,14,8,386,81,3,2,8,11,58,2.04
2022_12_14_France_vs_Morocco,2022-12-14,Morocco,France,away,0,2,61,13,8,609,87,1,1,5,11,42,1.09
2022_12_17_Croatia_vs_Morocco,2022-12-17,Croatia,Morocco,home,2,1,51,12,7,519,84,1,1,3,13,53,0.71
2022_12_17_Croatia_vs_Morocco,2022-12-17,Morocco,Croatia,away,1,2,49,9,4,512,85,2,1,4,11,47,1.08
2022_12_18_Argentina_vs_France,2022-12-18,Argentina,France,home,3,3,54,20,13,685,83,5,2,4,26,40,3.31
2022_12_18_Argentina_vs_France,2022-12-18,France,Argentina,away,3,3,46,10,8,582,77,3,1,10,19,60,2.23
