pid,name,team,pos,mp,starts,mins,g,a,yc,rc,rating_best,xg,progPasses,xa,gConcOn,blocks,clrBox,shots,sot,passes,passAcc,keyPasses,touches,tackles,interceptions,aerials,dribbles,fouls,clearances,dispossessed,saves,ga,rating,pass_pct,xg_diff,xga,xga90,gPrev
28550,Thiago Silva,Brazil,DC,4,4,408,0,1,0,0,7.4,0.1,39,0.53,2,1,5,2,0,343,321,4,372,3,5,6,0,2,6,0,0,1,7.1,94,-0.1,1.39,0.31,-0.61
144711,Leroy Sane,Germany,Sub,2,1,126,0,1,0,0,7.5,0.2,6,1.5,2,0,1,3,0,56,46,4,75,5,0,1,3,0,1,3,0,1,7.1,82,-0.2,1.45,1.04,-0.55
103622,Silvan Widmer,Switzerland,DR,3,3,281,0,1,1,0,7.7,0.04,20,0.77,3,0,10,1,0,138,104,2,220,10,2,3,1,4,14,6,0,1,7.03,75,-0.04,2.6,0.83,-0.4
118244,Luke Shaw,England,DL,5,5,455,0,1,0,0,7.3,0.11,41,0.87,4,0,4,3,1,344,296,8,437,4,4,3,2,5,5,2,0,1,6.94,86,-0.11,4.79,0.95,0.79
69933,Toby Alderweireld,Belgium,DC,3,3,284,0,1,0,0,8.0,0.0,43,0.37,2,1,15,0,0,271,248,1,302,7,0,1,0,0,19,0,0,1,6.9,92,0.0,4.63,1.47,2.63
320834,Achraf Hakimi,Croatia,DR,7,7,659,0,1,0,0,7.7,0.11,24,0.63,7,1,6,3,0,321,266,9,516,37,7,3,1,7,8,9,0,1,6.9,83,-0.11,7.75,1.06,0.75
463412,Jerome Mbekeli,Cameroon,Sub,1,0,14,0,1,0,0,6.9,0.0,1,0.13,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,0,1,6.9,,0.0,1.4,9.01,1.4
409239,Angelo Preciado,Ecuador,DR,3,3,275,0,1,0,0,8.0,0.08,10,0.28,3,0,2,4,0,92,71,4,169,9,6,3,0,8,4,2,0,1,6.87,77,-0.08,2.52,0.83,-0.48
447631,Cesar Montes,Mexico,DC,3,3,290,0,1,0,0,7.4,0.07,13,0.61,3,0,9,1,0,194,158,1,227,6,2,7,2,4,11,0,0,1,6.87,81,-0.07,2.09,0.65,-0.91
369525,Ko Itakura,Japan,DC,3,3,291,0,1,2,0,7.3,0.12,9,0.01,3,0,13,3,1,111,98,1,155,10,4,0,0,5,15,1,0,1,6.83,88,-0.12,4.45,1.38,1.45
417722,Felix Torres,Ecuador,DC,3,3,287,0,1,0,0,7.4,0.07,23,0.0,3,2,7,1,0,206,168,1,234,3,4,9,0,1,10,0,0,1,6.8,82,-0.07,2.56,0.8,-0.44
75691,Nicolas Otamendi,Argentina,DC,7,7,731,0,1,2,0,7.7,0.04,47,0.19,8,2,21,1,0,575,530,2,648,12,9,21,0,13,24,1,0,1,6.8,92,-0.04,4.06,0.5,-3.94
29106,Dejan Lovren,Croatia,DC,5,5,528,0,1,1,0,7.7,0.11,27,0.03,6,2,20,3,0,365,322,1,417,5,5,14,0,2,24,0,0,1,6.8,88,-0.11,10.1,1.72,4.1
315312,Aissa Laidouni,Tunisia,MC,3,3,255,0,1,1,0,7.1,0.09,11,0.13,1,1,5,2,0,118,96,4,169,4,4,3,1,3,6,3,0,1,6.77,81,-0.09,2.05,0.72,1.05
37204,Maya Yoshida,Japan,DC,4,4,412,0,1,1,0,7.0,0.0,20,0.0,4,3,21,0,0,232,198,1,284,4,3,10,1,3,24,1,0,1,6.75,85,0.0,5.79,1.26,1.79
137167,Kim Jin-Su,South Korea,DL,4,4,339,0,1,0,0,7.6,0.4,14,0.49,8,0,3,4,1,100,77,5,184,11,3,10,0,1,4,0,0,1,6.75,77,-0.4,4.85,1.29,-3.15
231135,Joachim Andersen,Denmark,DC,3,3,290,0,1,0,0,7.2,0.11,43,0.01,3,1,9,4,1,248,198,1,285,6,0,10,0,3,12,1,0,1,6.73,80,-0.11,4.11,1.28,1.11
370255,Junya Ito,Japan,AMR,4,3,346,0,1,0,0,7.1,0.15,4,0.06,4,1,4,2,1,72,48,5,147,11,5,3,2,0,4,3,0,1,6.7,67,-0.15,5.71,1.48,1.71
271603,Josip Juranovic,Croatia,DR,5,5,528,0,1,0,0,7.2,0.04,29,0.29,6,3,13,1,0,273,232,7,407,10,3,0,0,1,13,2,0,1,6.68,85,-0.04,10.1,1.72,4.1
343308,Teun Koopmeiners,Netherlands,Sub,5,1,240,0,1,1,0,7.4,0.08,11,0.19,3,1,3,2,1,114,90,2,159,13,4,4,1,6,4,4,0,1,6.64,79,-0.08,4.26,1.6,1.26
91909,Son Heung-Min,South Korea,AML,4,4,388,0,1,0,0,7.9,0.57,5,0.55,8,0,0,9,3,92,71,7,178,5,2,0,3,1,0,6,0,1,6.63,77,-0.57,6.63,1.54,-1.37
379205,Sergino Dest,USA,DR,4,4,305,0,1,1,0,7.5,0.34,13,0.47,2,0,7,6,0,169,152,3,267,5,2,1,5,4,7,8,0,1,6.62,90,-0.34,2.07,0.61,0.07
349699,Ismail Jakobs,Senegal,Sub,4,3,294,0,1,1,0,7.2,0.02,18,0.42,6,0,5,1,0,109,79,5,194,1,4,9,0,3,14,1,0,1,6.6,72,-0.02,3.4,1.04,-2.6
400303,Ali Gholizadeh,Iran,Sub,3,2,211,0,1,0,0,6.7,0.04,6,0.59,5,0,1,1,0,65,43,2,99,2,3,0,4,3,1,2,0,1,6.57,66,-0.04,3.46,1.48,-1.54
425142,Kaoru Mitoma,Japan,Sub,4,0,187,0,1,0,0,7.2,0.09,2,0.84,1,1,4,1,1,57,41,3,107,7,2,2,2,3,5,2,0,1,6.57,72,-0.09,2.67,1.28,1.67
447653,Ismaeel Mohammad,Qatar,DR,2,2,180,0,1,1,0,6.6,0.42,0,0.23,5,0,0,2,2,48,38,1,95,3,2,4,0,1,1,0,0,1,6.55,79,-0.42,3.31,1.66,-1.69
367780,Lee Kang-In,South Korea,Sub,4,1,169,0,1,1,0,7.2,0.17,14,0.23,2,0,0,5,1,65,60,4,101,7,0,1,1,2,0,3,0,1,6.5,92,-0.17,1.91,1.02,-0.09
366116,Iliman Ndiaye,Senegal,Sub,3,2,142,0,1,0,0,7.0,0.15,1,0.17,3,0,0,2,0,29,24,1,54,2,1,0,6,0,0,3,0,1,6.5,83,-0.15,1.52,0.96,-1.48
67491,Jordan Ayew,Ghana,Sub,3,2,146,0,1,0,0,7.6,0.08,2,0.48,6,0,1,1,1,36,32,3,78,4,1,0,1,2,1,4,0,1,6.47,89,-0.08,3.57,2.2,-2.43
22221,Luis Suarez,Uruguay,FW,3,2,156,0,1,1,0,7.5,0.41,1,0.06,1,0,2,2,1,40,25,1,59,4,0,2,2,0,2,0,0,1,6.47,62,-0.41,2.38,1.37,1.38
134115,Callum Wilson,England,Sub,2,0,65,0,1,0,0,6.6,0.0,0,0.39,1,0,0,0,0,10,9,3,21,0,0,1,0,0,0,2,0,1,6.45,90,0.0,1.43,1.98,0.43
381550,Ruben Vargas,Switzerland,AML,4,4,285,0,1,1,0,6.7,0.57,3,0.51,6,0,4,3,1,96,70,5,149,0,1,3,1,4,4,1,0,1,6.45,73,-0.57,4.27,1.35,-1.73
333255,Abdelhamid Sabiri,Croatia,MC,5,3,224,0,1,1,0,7.1,0.15,2,0.47,5,1,2,3,0,56,46,3,97,10,3,1,0,2,3,3,0,1,6.42,82,-0.15,1.67,0.67,-3.33
447657,Feras Al Brikan,Saudi Arabia,MR,3,3,282,0,1,0,0,7.0,0.08,1,0.02,5,2,3,2,0,60,42,1,103,3,2,5,1,2,4,3,0,1,6.4,70,-0.08,7.39,2.36,2.39
447645,Yahya Attiat Allah,Croatia,DL,6,3,411,0,1,0,0,7.7,0.14,21,0.42,5,0,9,2,0,132,101,6,210,9,0,0,0,9,12,2,0,1,6.4,77,-0.14,4.52,0.99,-0.48
255182,Inaki Williams,Ghana,FW,3,3,272,0,1,1,0,6.7,0.15,0,0.06,7,0,2,2,0,41,29,2,70,5,0,2,1,4,2,5,0,1,6.4,71,-0.15,5.98,1.98,-1.02
347862,Rodrygo,Brazil,Sub,5,1,199,0,1,0,0,6.8,0.71,1,0.53,1,1,1,6,2,101,87,6,166,8,2,0,2,3,1,3,0,1,6.36,86,-0.71,0.92,0.42,-0.08
317630,Djibril Sow,Switzerland,AMC,4,4,265,0,1,0,0,7.0,0.15,5,0.13,5,0,0,2,0,96,84,3,125,3,2,1,0,2,0,2,0,1,6.35,88,-0.15,3.92,1.33,-1.08
107840,Hatan Bahbri,Saudi Arabia,Sub,2,0,13,0,1,1,0,6.7,0.0,0,0.04,0,0,0,0,0,7,4,1,7,0,0,1,0,2,0,0,0,1,6.35,57,0.0,0.2,1.35,0.2
313620,Riley McGree,Australia,MC,4,4,265,0,1,0,0,7.2,0.11,4,0.3,6,0,2,3,1,70,54,4,112,3,5,1,0,9,3,2,0,1,6.32,77,-0.11,5.16,1.75,-0.84
89794,Steven Berghuis,Netherlands,MC,4,1,212,0,1,1,0,6.5,0.26,16,0.13,1,0,0,5,0,116,93,2,149,3,0,1,1,4,0,1,0,1,6.3,80,-0.26,1.99,0.85,0.99
371027,Tajon Buchanan,Canada,AMC,3,3,269,0,1,1,0,6.9,0.74,6,0.48,7,0,0,5,0,73,52,4,156,5,3,1,7,6,0,7,0,1,6.27,71,-0.74,4.17,1.4,-2.83
270446,Kalvin Phillips,England,Sub,2,0,50,0,1,0,0,6.4,0.0,2,0.0,0,0,1,0,0,19,17,1,20,0,0,0,0,1,1,0,0,1,6.2,89,0.0,0.4,0.72,0.4
73379,Wojciech Szczesny,Poland,GK,4,4,389,0,0,0,0,8.6,0.0,51,0.01,5,0,4,0,0,129,71,0,175,0,0,2,0,1,6,0,23,0,7.85,55,0.0,7.34,1.7,2.34
369109,Eduardo Camavinga,France,DL,2,1,156,0,0,0,0,8.0,0.0,7,0.08,2,0,6,0,0,88,76,3,156,15,3,2,1,2,6,3,0,0,7.5,86,0.0,2.11,1.22,0.11
139110,Devis Epassy,Cameroon,GK,2,2,195,0,0,0,0,8.7,0.0,30,0.0,3,0,2,0,0,72,47,0,100,0,0,3,0,0,2,0,9,0,7.4,65,0.0,4.62,2.13,1.62
447697,Nader Ghandri,Tunisia,DC,1,1,102,0,0,0,0,7.4,0.0,4,0.0,0,4,3,0,0,33,27,0,46,2,1,2,0,0,4,0,0,0,7.4,82,0.0,0.53,0.47,0.53
303139,Rodri,Spain,DC,4,4,413,0,0,0,0,8.1,0.02,57,0.05,3,2,7,1,0,684,638,4,716,5,3,16,0,5,9,0,0,0,7.35,93,-0.02,3.05,0.66,0.05
322696,Edson Alvarez,Mexico,MC,2,2,182,0,0,1,0,7.3,0.02,5,0.26,0,0,0,1,1,114,86,1,136,5,4,11,1,4,1,2,0,0,7.3,75,-0.02,1.37,0.68,1.37
238330,Munir El Kajoui,Morocco,GK,1,1,95,0,0,0,0,7.3,0.0,5,0.0,0,0,0,0,0,24,15,0,33,0,0,0,0,0,1,0,3,0,7.3,62,0.0,1.03,0.97,1.03
320243,Enzo Ebosse,Cameroon,DC,1,1,99,0,0,0,0,7.3,0.0,7,0.0,0,0,3,0,0,37,34,0,50,4,0,2,0,0,5,0,0,0,7.3,92,0.0,2.62,2.38,2.62
303657,Rodrigo Bentancur,Uruguay,MC,3,3,230,0,0,1,0,7.5,0.6,13,0.08,2,0,4,3,1,156,133,2,213,9,7,6,3,5,4,3,0,0,7.27,85,-0.6,2.78,1.09,0.78
146400,Mohammed Al Owais,Saudi Arabia,GK,3,3,297,0,0,1,0,7.9,0.0,22,0.0,5,0,1,0,0,86,43,0,132,1,0,4,0,0,9,0,14,0,7.23,50,0.0,7.47,2.26,2.47
20769,Simon Kjr,Denmark,DC,1,1,64,0,0,0,0,7.2,0.0,8,0.04,0,1,1,0,0,59,50,0,69,0,5,3,0,0,1,0,0,0,7.2,85,0.0,1.01,1.42,1.01
283323,Joshua Kimmich,Germany,DMC,3,3,293,0,0,1,0,7.6,0.33,29,1.22,5,1,1,7,4,240,218,9,311,8,3,4,1,2,1,3,0,0,7.13,91,-0.33,3.83,1.18,-1.17
100995,Alex Sandro,Brazil,DL,3,2,199,0,0,0,0,8.0,0.02,14,0.2,1,0,5,1,0,143,131,1,201,8,3,3,1,3,9,0,0,0,7.13,92,-0.02,0.53,0.24,-0.47
66741,Cheikhou Kouyate,Senegal,DMC,1,1,72,0,0,0,0,7.1,0.0,1,0.01,0,1,4,0,0,21,18,1,35,0,2,1,1,1,4,0,0,0,7.1,86,0.0,0.37,0.46,0.37
119927,Yasser Al Shahrani,Saudi Arabia,DL,1,1,98,0,0,0,0,7.1,0.0,3,0.0,1,0,3,0,0,22,9,0,46,3,6,0,0,1,6,0,0,0,7.1,41,0.0,1.92,1.77,0.92
73798,Thibaut Courtois,Belgium,GK,3,3,284,0,0,0,0,8.2,0.0,26,0.0,2,0,0,0,0,108,93,0,134,0,0,0,1,0,0,0,9,0,7.1,86,0.0,4.63,1.47,2.63
93894,Mateo Kovacic,Morocco,DMC,7,7,666,0,0,2,0,8.0,0.72,22,1.03,8,1,3,4,1,472,430,10,577,34,3,2,14,3,5,6,0,0,7.1,91,-0.72,11.67,1.58,3.67
402197,Pedri,Spain,MC,4,4,371,0,0,0,0,7.6,0.0,35,0.52,3,0,1,0,0,430,391,5,479,9,4,2,6,2,2,5,0,0,7.03,91,0.0,3.05,0.74,0.05
347178,Mathias Olivera,Uruguay,DL,3,3,262,0,0,1,0,7.6,0.09,8,0.42,1,0,6,2,0,102,76,5,189,12,2,6,0,2,7,2,0,0,7.03,75,-0.09,2.22,0.76,1.22
318511,Hirving Lozano,Mexico,FWR,3,3,266,0,0,0,0,7.8,0.24,5,0.8,2,0,0,6,3,50,36,8,134,8,0,1,5,7,1,4,0,0,7.0,72,-0.24,2.06,0.7,0.06
124106,Leander Dendoncker,Belgium,DC,2,2,166,0,0,1,0,7.2,0.05,11,0.18,0,3,4,1,0,121,118,1,146,6,0,2,0,3,4,1,0,0,7.0,98,-0.05,3.33,1.81,3.33
122117,Aymeric Laporte,Spain,DC,3,3,316,0,0,1,0,7.5,0.03,42,0.03,1,0,6,1,0,435,410,1,458,2,3,5,0,3,7,0,0,0,7.0,94,-0.03,1.93,0.55,0.93
344644,Federico Valverde,Uruguay,MC,3,3,296,0,0,0,0,7.2,0.22,28,0.23,2,0,0,7,1,180,155,4,235,8,5,1,1,6,0,2,0,0,7.0,86,-0.22,3.2,0.97,1.2
388650,Jurrien Timber,Netherlands,DC,4,4,408,0,0,1,0,7.9,0.0,24,0.01,4,0,9,0,0,307,278,0,376,12,10,4,4,17,10,2,0,0,7.0,91,0.0,5.59,1.23,1.59
132443,Borna Barisic,Croatia,DL,1,1,121,0,0,1,0,7.0,0.04,8,0.19,1,0,2,1,0,47,38,1,85,1,0,6,0,5,3,0,0,0,7.0,81,-0.04,1.62,1.2,0.62
20874,Luka Modric,Morocco,DMC,7,7,671,0,0,1,0,7.4,0.32,65,0.65,8,2,3,6,5,498,443,6,630,26,10,2,7,9,4,6,0,0,6.99,89,-0.32,11.38,1.53,3.38
345957,Ibrahima Konate,France,DC,5,3,329,0,0,0,0,7.6,0.43,29,0.18,2,2,11,2,1,233,214,2,293,15,7,5,0,2,14,2,0,0,6.98,92,-0.43,2.19,0.6,0.19
21778,Jan Vertonghen,Belgium,DC,3,3,284,0,0,0,0,7.2,0.1,28,0.0,2,2,12,2,0,268,238,0,300,1,5,11,0,0,12,0,0,0,6.97,89,-0.1,4.63,1.47,2.63
344380,Harry Souttar,Australia,DC,4,4,386,0,0,0,0,7.7,0.04,27,0.05,6,4,12,1,0,167,138,1,216,5,6,14,0,1,22,0,0,0,6.95,83,-0.04,7.95,1.85,1.95
83078,Kieran Trippier,England,DR,3,2,227,0,0,0,0,7.4,0.04,18,0.15,2,1,3,1,0,163,140,3,215,7,1,4,1,1,3,1,0,0,6.93,86,-0.04,2.65,1.05,0.65
120608,Otavio,Portugal,MC,3,3,196,0,0,0,0,7.0,0.17,7,0.41,2,0,0,3,2,120,94,4,159,9,1,1,0,6,1,3,0,0,6.93,78,-0.17,1.46,0.67,-0.54
332325,Declan Rice,England,DMC,5,5,448,0,0,0,0,7.1,0.0,25,0.04,4,3,3,0,0,318,300,1,366,7,11,3,0,3,5,2,0,0,6.92,94,0.0,4.79,0.96,0.79
252239,Andries Noppert,Netherlands,GK,5,5,508,0,0,0,0,7.7,0.0,72,0.0,4,0,3,0,0,158,123,0,222,0,0,0,0,0,5,0,18,0,6.92,78,0.0,6.3,1.12,2.3
128967,Joao Cancelo,Portugal,DR,4,3,344,0,0,0,0,7.4,0.07,19,0.09,4,1,4,2,1,229,189,0,326,8,2,10,4,2,6,1,0,0,6.92,83,-0.07,4.38,1.15,0.38
298694,Pervis Estupinan,Ecuador,DL,3,3,287,0,0,0,0,7.3,0.06,18,0.34,3,1,5,1,1,141,115,5,235,10,3,3,2,8,5,4,0,0,6.9,82,-0.06,2.56,0.8,-0.44
361797,Montassar Talbi,Tunisia,DC,3,3,295,0,0,0,0,7.0,0.02,22,0.02,1,1,13,1,1,137,118,0,182,2,2,8,0,4,16,1,0,0,6.9,86,-0.02,2.23,0.68,1.23
238903,Ellyes Skhiri,Tunisia,MC,3,3,295,0,0,0,0,7.2,0.08,24,0.02,1,0,3,2,0,124,108,3,169,12,7,1,1,3,3,1,0,0,6.9,87,-0.08,2.23,0.68,1.23
119120,Dominik Livakovic,Morocco,GK,7,7,720,0,0,1,0,8.1,0.0,70,0.0,8,0,0,0,0,190,153,0,275,1,0,1,0,1,2,0,24,0,6.9,81,0.0,12.05,1.51,4.05
26059,Diego Godin,Uruguay,DC,2,2,158,0,0,0,0,7.8,0.05,11,0.0,1,0,3,1,0,103,87,0,118,0,1,8,0,0,9,0,0,0,6.9,84,-0.05,0.96,0.55,-0.04
395221,Nuno Mendes,Portugal,DL,1,1,41,0,0,0,0,6.9,0.0,5,0.05,0,0,0,0,0,25,23,1,41,0,2,1,1,0,0,0,0,0,6.9,92,0.0,0.62,1.37,0.62
402749,Gideon Mensah,Ghana,DL,1,1,87,0,0,0,0,6.9,0.0,5,0.14,2,1,2,0,0,39,31,1,61,1,2,4,0,0,5,1,0,0,6.9,79,0.0,1.57,1.63,-0.43
301029,Cameron Carter-Vickers,USA,DC,1,1,99,0,0,0,0,6.9,0.0,7,0.0,0,0,4,0,0,58,50,0,65,0,0,4,0,0,4,0,0,0,6.9,86,0.0,0.65,0.59,0.65
228547,Orbelin Pineda,Mexico,AMC,1,1,76,0,0,0,0,6.9,0.35,2,0.0,0,0,0,4,1,25,18,1,52,5,0,0,0,2,0,3,0,0,6.9,72,-0.35,0.33,0.39,0.33
431119,Mohamed Ben Romdhane,Tunisia,AMC,1,1,73,0,0,0,0,6.9,0.0,0,0.0,0,0,0,0,0,20,14,0,40,5,0,1,1,1,0,5,0,0,6.9,70,0.0,0.15,0.18,0.15
68585,Luuk de Jong,Netherlands,Sub,1,0,57,0,0,0,0,6.9,0.04,1,0.01,1,0,1,1,0,12,8,0,23,2,0,3,0,1,1,2,0,0,6.9,67,-0.04,1.16,1.84,0.16
87449,Marcelo Brozovic,Croatia,MC,5,5,473,0,0,1,0,7.5,0.7,16,0.03,5,6,6,4,2,436,389,5,514,17,4,6,1,9,6,8,0,0,6.88,89,-0.7,8.84,1.68,3.84
263020,Yassine Meriah,Tunisia,DC,3,3,295,0,0,0,0,7.0,0.08,25,0.02,1,0,17,1,0,168,138,1,213,9,1,5,2,3,20,0,0,0,6.87,82,-0.08,2.23,0.68,1.23
73084,Kevin De Bruyne,Belgium,AMC,3,3,284,0,0,0,0,7.4,0.27,19,0.7,2,0,0,7,2,112,82,8,178,3,0,4,4,0,3,4,0,0,6.87,73,-0.27,4.63,1.47,2.63
335583,Nouhou Tolo,Cameroon,DL,3,3,291,0,0,1,0,7.2,0.0,14,0.01,4,2,6,0,0,83,66,0,152,10,6,4,1,3,9,0,0,0,6.87,80,0.0,6.32,1.96,2.32
122945,Nathan Ake,Netherlands,DC,5,5,504,0,0,1,0,7.1,0.0,30,0.0,4,2,15,0,0,338,304,0,402,6,8,10,0,4,15,0,0,0,6.86,90,0.0,6.21,1.11,2.21
300447,Raphinha,Brazil,AMR,5,4,328,0,0,0,0,8.0,0.97,6,0.82,2,0,0,8,6,124,103,8,209,10,3,0,4,2,0,4,0,0,6.86,83,-0.97,1.45,0.4,-0.55
42002,Youssouf Sabaly,Senegal,DR,4,4,386,0,0,0,0,7.0,0.04,20,0.62,7,0,4,2,1,184,160,8,274,8,4,4,4,3,8,1,0,0,6.85,87,-0.04,4.03,0.94,-2.97
83165,Youssef Msakni,Tunisia,AMC,2,2,175,0,0,0,0,7.2,0.81,6,0.52,1,1,0,9,2,64,47,4,107,4,0,3,4,0,1,5,0,0,6.85,73,-0.81,1.55,0.8,0.55
301019,Jules Kounde,France,Sub,6,5,512,0,0,1,0,7.5,0.15,27,0.01,5,4,5,4,2,263,218,1,365,16,5,5,3,5,7,2,0,0,6.85,83,-0.15,8.58,1.51,3.58
337879,Eder Militao,Brazil,DR,4,4,361,0,0,1,0,7.5,0.26,39,0.04,1,0,2,5,1,255,233,1,316,8,3,5,0,7,2,1,0,0,6.85,91,-0.26,1.74,0.43,0.74
319712,Matt Turner,USA,GK,4,4,389,0,0,0,0,7.5,0.0,37,0.0,4,0,0,0,0,104,77,0,152,0,0,2,0,0,1,0,9,0,6.83,74,0.0,4.67,1.08,0.67
358782,Mohamed Kanno,Saudi Arabia,MC,3,3,297,0,0,0,0,7.0,0.35,19,0.01,5,1,7,6,1,147,119,0,197,7,2,8,5,8,7,1,0,0,6.83,81,-0.35,7.47,2.26,2.47
83249,Aziz Behich,Australia,DL,4,4,386,0,0,1,0,7.5,0.18,9,0.01,6,2,9,2,0,154,118,0,269,9,3,2,8,3,10,5,0,0,6.83,77,-0.18,7.95,1.85,1.95
135914,Jose Maria Gimenez,Uruguay,DC,3,3,296,0,0,1,0,7.5,0.11,26,0.22,2,5,8,3,0,170,140,0,218,9,7,8,0,4,10,1,0,0,6.83,82,-0.11,3.2,0.97,1.2
315275,Tyler Adams,USA,MC,4,4,389,0,0,1,0,7.1,0.02,23,0.23,4,0,5,1,0,264,238,2,320,15,4,5,1,5,5,3,0,0,6.82,90,-0.02,4.67,1.08,0.67
93700,Leandro Paredes,Argentina,MC,5,2,235,0,0,2,0,7.2,0.02,22,0.04,5,0,4,1,1,244,229,2,280,11,3,5,0,6,4,0,0,0,6.82,94,-0.02,1.74,0.67,-3.26
303729,Marcos Acuna,Argentina,Sub,6,4,396,0,0,3,0,7.5,0.08,14,0.33,3,1,4,2,0,173,141,5,287,13,2,5,2,9,5,4,0,0,6.82,82,-0.08,2.68,0.61,-0.32
431118,Aymen Dahmen,Tunisia,GK,3,3,295,0,0,0,0,7.3,0.0,25,0.0,1,0,2,0,0,70,42,0,88,0,0,0,0,0,2,0,9,0,6.8,60,0.0,2.23,0.68,1.23
25191,Axel Witsel,Belgium,MC,3,3,284,0,0,0,0,7.0,0.02,8,0.01,2,1,5,1,0,176,168,1,208,4,4,4,0,5,5,3,0,0,6.8,95,-0.02,4.63,1.47,2.63
414214,Kim Moon-Hwan,South Korea,DR,4,4,388,0,0,0,0,7.0,0.0,23,0.21,8,1,12,0,0,184,160,3,299,10,4,6,2,1,14,2,0,0,6.8,87,0.0,6.63,1.54,-1.37
255167,Thilo Kehrer,Germany,DR,1,1,69,0,0,1,0,6.8,0.0,1,0.01,1,0,1,0,0,24,19,0,44,6,3,0,0,3,2,0,0,0,6.8,79,0.0,0.79,1.03,-0.21
422136,Christopher Wooh,Cameroon,DC,1,1,99,0,0,0,0,6.8,0.07,4,0.0,0,2,5,1,0,31,25,0,47,2,1,0,0,2,6,2,0,0,6.8,81,-0.07,2.62,2.38,2.62
294149,Olivier Ntcham,Cameroon,Sub,1,0,32,0,0,0,0,6.8,0.03,2,0.01,0,0,1,1,1,12,11,1,16,0,0,0,2,0,1,0,0,0,6.8,92,-0.03,1.56,4.4,1.56
95408,Virgil van Dijk,Netherlands,DC,5,5,508,0,0,0,0,7.3,0.16,44,0.09,4,7,19,3,0,355,311,2,403,3,4,14,0,5,21,0,0,0,6.78,88,-0.16,6.3,1.12,2.3
88300,Danilo,Brazil,DR,3,3,290,0,0,1,0,7.0,0.04,22,0.11,1,1,5,2,0,239,211,0,294,6,3,4,1,3,5,1,0,0,6.77,88,-0.04,1.01,0.31,0.01
149474,Vanja Milinkovic-Savic,Serbia,GK,3,3,293,0,0,0,0,7.7,0.0,26,0.01,8,0,0,0,0,104,69,0,148,0,1,1,0,0,3,0,16,0,6.77,66,0.0,7.54,2.32,-0.46
86829,Wataru Endo,Japan,DMC,4,3,326,0,0,1,0,7.7,0.26,9,0.27,3,3,6,6,1,190,154,4,260,10,3,8,1,7,6,5,0,0,6.75,81,-0.26,5.0,1.38,2.0
243534,Nico Elvedi,Switzerland,DC,2,2,191,0,0,1,0,7.0,0.07,11,0.01,1,3,12,1,0,142,131,0,169,4,1,2,0,3,13,0,0,0,6.75,92,-0.07,1.92,0.9,0.92
362751,Pierre Kunde,Cameroon,MC,2,2,133,0,0,1,0,6.8,0.15,6,0.1,3,0,4,5,2,44,36,1,75,6,4,1,0,3,4,3,0,0,6.75,82,-0.15,2.63,1.78,-0.37
101859,Pierre-Emile Hjbjerg,Denmark,MC,3,3,290,0,0,0,0,7.1,0.04,31,0.04,3,1,6,2,1,221,198,1,256,7,3,1,1,0,6,2,0,0,6.73,90,-0.04,4.11,1.28,1.11
238940,Thomas Partey,Ghana,MC,3,3,300,0,0,0,0,7.4,0.08,19,0.08,7,2,7,2,0,175,146,2,227,9,0,6,3,3,8,4,0,0,6.73,83,-0.08,6.17,1.85,-0.83
349561,Frank Anguissa,Cameroon,MC,3,3,275,0,0,0,0,7.0,0.04,10,0.03,4,0,2,1,1,127,112,0,171,6,5,4,4,6,2,5,0,0,6.73,88,-0.04,6.19,2.03,2.19
69778,Kyle Walker,England,DR,3,3,250,0,0,0,0,7.2,0.0,23,0.03,2,0,3,0,0,158,144,0,205,5,3,4,2,3,3,0,0,0,6.73,91,0.0,2.34,0.84,0.34
443337,Kye Rowles,Australia,DC,4,4,386,0,0,0,0,7.5,0.0,19,0.0,6,7,10,0,0,186,165,0,234,11,7,4,0,1,16,0,0,0,6.72,89,0.0,7.95,1.85,1.95
125547,Rodrigo De Paul,Argentina,MC,7,7,631,0,0,0,0,7.3,0.75,26,0.2,5,0,3,7,3,539,462,7,658,16,7,2,1,7,3,7,0,0,6.71,86,-0.75,2.53,0.36,-2.47
382206,Gonzalo Plata,Ecuador,MR,3,3,280,0,0,0,0,6.9,0.16,5,0.05,3,0,0,2,1,84,72,2,149,9,2,5,4,4,0,3,0,0,6.7,86,-0.16,2.56,0.82,-0.44
101374,John Stones,England,DC,5,5,464,0,0,0,0,7.2,0.57,55,0.02,4,3,4,4,1,453,434,1,480,2,1,6,2,4,7,0,0,0,6.7,96,-0.57,4.79,0.93,0.79
447545,Hossein Hosseini,Iran,Sub,2,1,186,0,0,0,0,7.6,0.0,14,0.0,6,0,0,0,0,31,9,0,58,0,0,1,0,0,2,0,4,0,6.7,29,0.0,2.71,1.31,-3.29
447643,Jorge Sanchez,Mexico,DR,2,2,182,0,0,1,0,6.8,0.03,15,0.0,0,0,5,1,1,60,47,0,122,1,3,3,1,5,6,4,0,0,6.7,78,-0.03,1.37,0.68,1.37
413272,Josip Stanisic,Morocco,DR,2,2,192,0,0,0,0,6.7,0.08,6,0.04,2,0,0,2,0,82,60,0,116,6,2,2,0,2,0,0,0,0,6.7,73,-0.08,1.95,0.92,-0.05
