pid,name,team,pos,mp,starts,mins,g,a,yc,rc,rating_best,xg,progPasses,xa,gConcOn,blocks,clrBox,shots,sot,passes,passAcc,keyPasses,touches,tackles,interceptions,aerials,dribbles,fouls,clearances,dispossessed,saves,ga,rating,pass_pct,xg_diff,xga,xga90,gPrev
111560,Salem Al Dawsari,Saudi Arabia,ML,3,3,297,2,0,1,0,7.0,1.88,6,0.25,5,0,0,7,5,106,85,6,165,6,1,1,2,3,1,6,0,2,6.8,80,0.12,7.47,2.26,2.47
444743,Achraf Dari,Croatia,DC,4,3,263,2,0,1,0,7.3,0.94,12,0.0,6,5,13,2,2,142,128,0,184,3,7,6,0,2,15,1,0,2,6.8,90,1.06,3.63,1.24,-2.37
323547,Youssef En-Nesyri,Croatia,FW,7,7,567,2,0,0,0,7.9,1.24,0,0.01,6,0,9,12,4,80,52,1,139,5,1,23,5,3,9,2,0,2,6.8,65,0.76,5.54,0.88,-0.46
115479,Wout Weghorst,Netherlands,Sub,4,0,78,2,0,1,0,8.7,0.07,0,0.01,0,1,0,2,2,15,9,1,24,0,0,2,0,5,0,0,0,2,6.67,60,1.93,0.57,0.66,0.57
75217,Andrej Kramaric,Morocco,AMC,7,7,464,2,0,0,0,8.4,1.54,2,0.33,7,0,0,11,5,171,150,5,233,5,0,0,3,1,0,4,0,2,6.64,88,0.46,8.11,1.57,1.11
349207,Rafael Leao,Portugal,Sub,5,0,126,2,0,0,0,7.1,0.48,1,0.18,2,0,0,5,2,41,31,1,75,0,1,1,6,3,0,2,0,2,6.64,76,1.52,2.0,1.43,0.0
143695,Breel Embolo,Switzerland,FW,4,4,329,2,0,0,0,7.2,2.53,2,0.03,7,0,1,6,3,61,46,2,115,2,0,2,2,3,1,10,0,2,6.57,75,-0.53,4.84,1.32,-2.16
349760,Ferran Torres,Spain,FWR,4,3,224,2,0,0,0,7.8,1.18,3,0.17,0,0,0,4,2,76,58,1,131,2,0,0,1,1,0,7,0,2,6.42,76,0.82,0.37,0.15,0.37
239806,Jean-Charles Castelletto,Cameroon,DC,2,2,192,1,1,0,0,8.3,0.88,8,0.21,4,1,11,1,1,79,66,1,112,4,6,3,1,1,12,0,0,2,7.7,84,0.12,3.7,1.74,-0.3
379868,Jude Bellingham,England,DMC,5,5,440,1,1,0,0,8.5,0.31,19,0.44,4,0,0,5,3,259,234,4,348,17,5,6,6,5,0,6,0,2,7.58,90,0.69,4.79,0.98,0.79
119501,Serge Gnabry,Germany,AMR,3,3,273,1,1,0,0,8.7,1.14,3,0.44,5,0,1,12,4,105,79,6,164,6,2,0,3,2,3,7,0,2,7.33,75,-0.14,3.83,1.26,-1.17
279423,Frenkie de Jong,Netherlands,MC,5,5,497,1,1,1,0,8.0,0.91,19,0.3,4,3,2,2,1,358,319,4,426,14,6,8,3,4,3,4,0,2,7.26,89,0.09,6.28,1.14,2.28
319756,Lucas Paqueta,Brazil,DMC,4,4,318,1,1,0,0,8.1,0.86,14,0.49,1,1,3,4,4,191,162,6,241,10,2,3,0,4,4,4,0,2,7.22,85,0.14,0.99,0.28,-0.01
70033,Daley Blind,Netherlands,ML,5,5,451,1,1,0,0,9.2,0.31,26,0.34,3,1,3,5,2,265,225,2,349,17,5,5,1,3,4,1,0,2,7.18,85,0.69,5.14,1.03,2.14
116609,Adrien Rabiot,France,DMC,6,5,528,1,1,1,0,8.7,0.62,16,0.31,6,2,5,9,4,274,233,3,370,15,10,15,2,10,5,7,0,2,7.18,85,0.38,7.13,1.21,1.13
261212,Dani Olmo,Spain,FWL,4,4,387,1,1,0,0,8.7,1.63,6,0.42,3,0,3,12,6,187,160,5,280,6,1,0,4,5,3,7,0,2,7.15,86,-0.63,2.52,0.59,-0.48
23110,Angel Di Maria,Argentina,MR,5,4,301,1,1,0,0,8.3,0.59,9,0.57,2,0,0,6,3,138,121,10,235,5,1,0,13,0,0,6,0,2,7.12,88,0.41,0.58,0.17,-1.42
345319,Alexis Mac Allister,Argentina,ML,6,6,550,1,1,0,0,8.2,0.87,11,0.51,5,1,0,7,4,263,234,8,358,12,3,5,4,1,2,8,0,2,7.08,89,0.13,2.24,0.37,-2.76
369430,Enzo Fernandez,Argentina,Sub,7,5,599,1,1,1,0,7.9,0.31,23,0.61,6,1,6,8,3,468,410,6,559,32,3,9,3,7,7,7,0,2,7.07,88,0.69,3.74,0.56,-2.26
115868,Hakim Ziyech,Croatia,FWR,7,7,661,1,1,0,0,8.2,0.48,25,0.34,7,0,1,10,2,298,237,6,467,13,12,2,17,9,3,13,0,2,7.01,80,0.52,7.44,1.01,0.44
97692,Raheem Sterling,England,AML,3,2,159,1,1,0,0,7.9,0.45,3,0.01,1,0,0,1,1,53,45,1,75,3,1,1,2,0,0,3,0,2,6.7,85,0.55,1.22,0.69,0.22
76304,Xherdan Shaqiri,Switzerland,AMR,3,3,233,1,1,0,0,7.1,0.5,10,0.7,8,0,0,4,2,87,65,4,125,1,0,1,0,2,0,5,0,2,6.7,75,0.5,4.18,1.61,-3.82
107327,Yeltsin Tejeda,Costa Rica,MC,3,3,286,1,1,0,0,7.4,0.61,10,0.03,11,5,4,2,2,98,78,1,132,9,1,4,0,0,7,2,0,2,6.67,80,0.39,8.68,2.73,-2.32
80931,Mathew Leckie,Australia,MR,4,4,340,1,1,0,0,7.6,0.11,8,0.0,6,0,6,1,1,97,66,2,172,7,1,14,1,8,6,7,0,2,6.65,68,0.89,6.05,1.6,0.05
303728,Nahuel Molina,Argentina,DR,7,6,592,1,1,0,0,7.5,0.52,16,0.29,7,1,6,2,1,288,232,3,412,12,3,0,1,3,9,3,0,2,6.51,81,0.48,2.02,0.31,-4.98
44288,Jordi Alba,Spain,DL,4,3,271,0,2,0,0,8.3,0.05,26,0.51,0,0,1,2,0,322,293,5,400,9,3,0,2,4,2,0,0,2,7.25,91,-0.05,1.17,0.39,1.17
137250,Andrija Zivkovic,Serbia,DMR,3,3,210,0,2,0,0,7.7,0.04,9,0.63,6,0,2,1,0,71,59,4,126,6,3,2,0,2,3,1,0,2,7.0,83,-0.04,6.01,2.58,0.01
29474,Dusan Tadic,Serbia,AMC,3,3,270,0,2,0,0,7.3,0.1,10,0.76,8,1,0,1,0,107,84,10,164,5,1,0,3,7,0,3,0,2,6.9,79,-0.1,7.11,2.37,-0.89
299513,Ousmane Dembele,France,AMR,7,6,445,0,2,1,0,8.1,0.47,7,0.99,5,0,0,8,2,171,137,11,264,14,2,2,9,6,0,6,0,2,6.86,80,-0.47,5.09,1.03,0.09
296322,Marcus Thuram,France,Sub,5,0,184,0,2,1,0,7.4,0.39,1,0.08,3,0,2,1,0,39,27,4,87,3,0,8,6,3,2,4,0,2,6.54,69,-0.39,4.49,2.19,1.49
446158,Juan Vargas,Costa Rica,DC,1,1,100,1,0,0,0,7.7,0.3,5,0.0,4,0,9,2,2,19,15,0,44,4,2,1,0,0,10,0,0,1,7.7,79,0.7,5.48,4.93,1.48
88526,Casemiro,Brazil,DMC,4,4,408,1,0,1,0,7.9,0.34,27,0.21,2,2,4,9,3,248,206,4,315,13,7,3,1,7,5,4,0,1,7.55,83,0.66,1.39,0.31,-0.61
362786,Paik Seung-Ho,South Korea,Sub,1,0,30,1,0,0,0,7.5,0.02,1,0.0,0,0,0,1,1,27,20,0,31,3,0,1,0,1,0,0,0,1,7.5,74,0.98,0.48,1.45,0.48
142605,Ramin Rezaeian,Iran,DR,2,2,201,1,0,1,0,7.5,0.51,15,0.51,1,0,1,2,1,77,57,3,140,11,3,1,1,2,2,3,0,1,7.25,74,0.49,2.17,0.97,1.17
333542,Randal Kolo Muani,France,FW,3,1,203,1,0,0,0,7.7,0.96,0,0.03,2,0,1,4,2,41,25,0,91,7,1,9,3,4,1,6,0,1,7.17,61,0.04,3.18,1.41,1.18
130331,Andreas Christensen,Denmark,DC,3,3,290,1,0,1,0,7.3,0.42,23,0.01,3,5,7,2,1,251,237,0,285,4,4,6,0,2,9,1,0,1,7.1,94,0.58,4.11,1.28,1.11
447642,Luis Chavez,Mexico,MC,3,3,290,1,0,0,0,8.2,0.43,19,0.64,3,0,3,10,4,119,93,4,184,4,1,5,2,3,3,2,0,1,7.1,78,0.57,2.09,0.65,-0.91
29809,Eric Choupo-Moting,Cameroon,FW,3,3,268,1,0,0,0,8.0,0.65,4,0.06,4,0,1,3,2,66,44,2,95,5,1,11,3,0,1,2,0,1,7.07,67,0.35,6.17,2.07,2.17
228193,Henry Martin,Mexico,FW,2,2,146,1,0,0,0,7.9,1.26,0,0.21,0,0,1,4,2,18,13,5,43,2,2,3,1,3,1,2,0,1,7.05,72,-0.26,1.23,0.76,1.23
322670,Ismaila Sarr,Senegal,AML,4,4,363,1,0,0,0,7.7,1.83,4,0.43,6,0,1,11,2,70,47,6,164,5,2,8,9,3,1,5,0,1,7.03,67,-0.83,3.83,0.95,-2.17
10105,Pepe,Portugal,DC,4,4,388,1,0,0,0,7.7,0.74,31,0.01,4,4,8,3,1,290,243,0,340,6,6,9,1,3,11,1,0,1,6.98,84,0.26,4.54,1.05,0.54
422937,Gavi,Spain,MC,4,4,292,1,0,0,0,8.2,0.09,3,0.17,2,0,2,1,1,150,132,1,209,11,1,2,3,9,2,5,0,1,6.97,88,0.91,1.4,0.43,-0.6
353423,Aurelien Tchouameni,France,DMC,7,7,659,1,0,1,0,7.7,0.27,39,0.19,7,1,5,6,2,468,423,6,554,15,14,5,3,8,6,0,0,1,6.94,90,0.73,9.32,1.27,2.32
77464,Ilkay Gundogan,Germany,DMC,3,3,189,1,0,0,0,7.8,1.09,12,0.22,1,0,0,6,3,167,150,1,194,4,1,3,2,3,0,1,0,1,6.93,90,-0.09,1.34,0.64,0.34
90880,Kalidou Koulibaly,Senegal,DC,4,4,386,1,0,1,0,8.1,0.42,29,0.02,7,1,23,2,1,205,156,1,268,16,2,11,0,3,30,1,0,1,6.92,76,0.58,4.03,0.94,-2.97
118169,Piotr Zielinski,Poland,MC,4,4,344,1,0,0,0,7.3,1.01,14,0.23,5,0,5,3,2,137,115,7,186,10,1,0,1,4,6,1,0,1,6.9,84,-0.01,7.06,1.85,2.06
236503,Famara Diedhiou,Senegal,FW,2,1,96,1,0,0,0,7.7,0.17,0,0.1,0,0,2,3,1,14,10,1,28,1,0,5,0,2,2,2,0,1,6.9,71,0.83,0.69,0.64,0.69
362357,Mohammed Salisu,Ghana,DC,3,3,300,1,0,0,0,8.1,0.6,14,0.27,7,4,17,2,1,151,109,2,188,2,3,8,0,6,17,1,0,1,6.87,72,0.4,6.17,1.85,-0.83
68659,Jordan Henderson,England,Sub,4,3,279,1,0,0,0,7.6,0.44,11,0.83,2,1,0,2,1,153,134,4,188,4,1,2,0,5,0,1,0,1,6.8,88,0.56,2.34,0.76,0.34
71381,Wahbi Khazri,Tunisia,Sub,2,1,89,1,0,0,0,7.3,0.32,4,0.01,0,0,0,5,3,17,13,0,40,2,0,0,0,1,0,2,0,1,6.8,76,0.68,0.18,0.18,0.18
320040,Alphonso Davies,Canada,DML,3,3,284,1,0,1,0,7.4,1.16,0,0.21,7,0,1,4,2,86,67,6,185,3,3,3,11,4,1,7,0,1,6.77,78,-0.16,4.35,1.38,-2.65
288767,Sergej Milinkovic-Savic,Serbia,AMC,3,3,241,1,0,1,0,8.1,0.14,9,0.18,8,2,2,3,1,119,86,0,169,6,2,3,3,2,4,2,0,1,6.77,72,0.86,7.06,2.64,-0.94
236519,Romain Saiss,Morocco,DC,5,5,387,1,0,1,0,8.3,0.88,25,0.01,2,1,20,1,1,149,118,0,193,5,1,6,1,4,26,0,0,1,6.76,79,0.12,3.68,0.85,1.68
313542,Carlos Soler,Spain,Sub,2,0,103,1,0,0,0,7.2,0.56,9,0.05,0,0,0,4,1,78,75,2,92,0,0,0,1,0,0,1,0,1,6.75,96,0.44,0.64,0.56,0.64
315369,Dusan Vlahovic,Serbia,Sub,2,1,86,1,0,0,0,7.5,0.72,0,0.0,4,0,0,3,3,11,6,0,23,1,0,2,0,0,0,1,0,1,6.75,55,0.28,2.71,2.83,-1.29
262854,Hwang Hee-Chan,South Korea,Sub,2,1,125,1,0,1,0,7.0,0.65,2,0.05,4,0,0,6,5,53,43,1,92,1,0,0,3,3,0,3,0,1,6.75,81,0.35,3.8,2.74,-0.2
121991,Saleh Al Shehri,Saudi Arabia,FW,3,3,223,1,0,1,0,7.5,0.11,0,0.03,5,1,1,2,2,46,29,2,81,4,0,6,0,6,1,1,0,1,6.7,63,0.89,5.69,2.3,0.69
136071,Mitch Duke,Australia,FW,4,4,270,1,0,1,0,8.0,0.22,3,0.0,4,0,0,7,4,62,36,1,102,0,2,11,1,6,1,1,0,1,6.65,58,0.78,4.01,1.34,0.01
423347,Ao Tanaka,Japan,DMC,3,2,172,1,0,0,0,7.5,0.88,5,0.26,2,1,2,1,1,67,47,1,89,3,3,3,0,1,2,1,0,1,6.63,70,0.12,3.39,1.77,1.39
383864,Strahinja Pavlovic,Serbia,DC,3,3,252,1,0,2,0,7.6,0.29,23,0.02,6,1,7,2,1,153,119,0,196,10,1,12,2,6,7,3,0,1,6.63,78,0.71,6.57,2.35,0.57
126434,Mohammed Muntari,Qatar,Sub,3,0,80,1,0,0,0,7.2,0.15,0,0.0,1,0,2,3,1,19,17,1,30,2,0,3,0,1,2,0,0,1,6.6,89,0.85,0.58,0.65,-0.42
447267,Keysher Fuller,Costa Rica,MR,3,3,267,1,0,0,0,7.5,0.34,5,0.04,9,0,7,3,2,54,38,1,98,8,3,0,1,2,8,1,0,1,6.6,70,0.66,6.84,2.31,-2.16
297390,Manuel Akanji,Switzerland,DC,4,4,385,1,0,1,0,6.9,0.78,44,0.06,9,3,10,4,1,256,227,1,293,5,3,9,0,4,12,1,0,1,6.58,89,0.22,5.53,1.29,-3.47
13812,Gareth Bale,Wales,FW,3,3,247,1,0,1,0,7.3,0.82,2,0.2,3,0,1,2,2,49,32,2,78,3,1,4,1,2,1,4,0,1,6.57,65,0.18,3.31,1.21,0.31
377287,Daizen Maeda,Japan,FW,3,3,180,1,0,0,0,7.0,0.51,0,0.09,3,0,0,2,1,17,8,0,37,4,3,1,0,2,0,0,0,1,6.57,47,0.49,3.04,1.52,0.04
84086,Kim Young-Gwon,South Korea,DC,4,4,372,1,0,1,0,7.0,0.62,42,0.1,8,2,10,2,1,207,177,3,235,4,3,6,0,1,11,0,0,1,6.57,86,0.38,6.6,1.6,-1.4
113069,Jack Grealish,England,Sub,5,0,112,1,0,0,0,7.2,0.53,1,0.21,1,0,1,1,1,54,48,2,86,3,3,0,3,0,0,0,0,1,6.52,89,0.47,1.65,1.33,0.65
110154,Memphis Depay,Netherlands,Sub,5,3,314,1,0,1,0,7.9,1.26,5,0.3,4,0,0,10,5,118,91,3,180,2,1,2,2,1,0,7,0,1,6.52,77,-0.26,5.14,1.47,1.14
353991,Timothy Weah,USA,FWR,4,4,316,1,0,0,0,7.1,0.72,2,0.14,3,0,0,5,3,99,86,6,139,1,0,2,2,1,0,5,0,1,6.52,87,0.28,2.55,0.73,-0.45
358797,Roozbeh Cheshmi,Iran,DC,2,1,70,1,0,0,0,7.5,0.04,0,0.0,3,1,3,1,1,11,7,0,19,0,2,1,0,1,3,0,0,1,6.5,64,0.96,1.01,1.3,-1.99
365122,Boulaye Dia,Senegal,FW,4,4,329,1,0,1,0,7.7,1.08,0,0.03,5,0,3,8,3,51,39,1,95,1,1,5,1,3,3,8,0,1,6.5,76,-0.08,3.17,0.87,-1.83
318157,Craig Goodwin,Australia,ML,4,3,241,1,0,0,0,6.9,0.39,8,0.16,4,0,1,2,1,73,51,5,120,7,0,1,0,1,2,3,0,1,6.5,70,0.61,6.37,2.38,2.37
137467,Marco Asensio,Spain,FW,4,3,236,1,0,0,0,7.8,0.78,4,0.04,0,0,0,10,2,109,88,2,155,1,0,0,0,3,0,3,0,1,6.5,81,0.22,0.5,0.19,0.5
401019,Osman Bukari,Ghana,Sub,2,0,78,1,0,0,0,6.8,0.53,0,0.05,2,0,0,3,1,18,14,1,32,0,1,1,0,1,1,1,0,1,6.5,78,0.47,1.02,1.17,-0.98
127130,Ricardo Horta,Portugal,FWR,3,1,137,1,0,0,0,7.3,0.58,1,0.1,2,1,0,3,2,40,30,1,57,2,1,0,0,3,0,0,0,1,6.5,75,0.42,1.95,1.28,-0.05
338274,Haji Wright,USA,Sub,4,1,162,1,0,0,0,7.2,0.54,1,0.01,2,0,1,6,3,26,20,1,48,2,0,6,0,1,1,0,0,1,6.45,77,0.46,2.94,1.63,0.94
97803,Michy Batshuayi,Belgium,FW,2,2,151,1,0,0,0,7.2,1.02,0,0.02,1,0,0,6,2,24,16,1,47,1,0,1,1,5,0,4,0,1,6.45,67,-0.02,3.73,2.22,2.73
124271,Bruno Petkovic,Morocco,Sub,7,1,288,1,0,1,0,7.1,0.06,3,0.3,3,3,0,1,1,85,43,4,147,9,0,10,2,5,0,12,0,1,6.44,51,0.94,5.78,1.81,2.78
369887,Lovro Majer,Morocco,AMR,7,2,201,1,0,0,0,7.0,0.59,6,0.36,3,0,1,4,2,106,86,4,162,5,0,0,0,8,3,8,0,1,6.41,81,0.41,2.5,1.12,-0.5
410175,Moises Caicedo,Ecuador,MC,3,3,281,1,0,1,0,6.9,0.6,2,0.01,3,0,2,3,1,153,126,0,184,9,2,1,0,4,2,1,0,1,6.4,82,0.4,2.56,0.82,-0.44
373340,Zakaria Aboukhlal,Morocco,Sub,4,0,98,1,0,0,0,7.4,0.48,1,0.0,1,0,1,3,2,12,6,0,27,2,1,2,0,1,1,0,0,1,6.33,50,0.52,2.32,2.13,1.32
126316,Takuma Asano,Japan,Sub,4,0,187,1,0,0,0,6.9,0.58,2,0.02,1,0,0,8,2,27,21,2,52,0,1,1,0,4,1,1,0,1,6.3,78,0.42,2.67,1.28,1.67
5583,Cristiano Ronaldo,Portugal,FW,5,3,302,1,0,0,0,7.4,2.1,2,0.11,2,0,1,11,3,86,65,4,129,0,0,8,0,2,1,5,0,1,6.28,76,-1.1,3.3,0.98,1.3
30060,Andre Ayew,Ghana,FW,3,3,198,1,0,1,0,6.9,1.52,0,0.0,5,0,3,2,2,36,29,0,70,5,0,3,0,2,3,4,0,1,6.23,81,-0.52,4.83,2.19,-0.17
302691,Remo Freuler,Switzerland,DMC,4,4,344,1,0,0,0,6.8,0.87,16,0.01,6,0,3,3,2,151,126,0,200,10,3,1,0,6,3,0,0,1,6.17,83,0.13,4.62,1.21,-1.38
410337,Bamba Dieng,Senegal,Sub,4,0,126,1,0,0,0,6.7,0.65,0,0.0,5,0,0,4,1,15,9,2,39,2,0,2,0,5,0,4,0,1,6.15,60,0.35,1.72,1.23,-3.28
395252,Jamal Musiala,Germany,AML,3,3,273,0,1,0,0,9.2,1.58,7,0.81,4,1,0,12,3,103,84,8,205,2,1,2,19,1,0,16,0,1,7.63,82,-1.58,3.6,1.19,-0.4
25931,Cesar Azpilicueta,Spain,DR,2,2,143,0,1,0,0,7.5,0.0,14,0.32,0,0,0,0,0,166,159,4,190,1,1,2,0,2,0,1,0,1,7.4,96,0.0,0.09,0.06,0.09
99487,Harry Maguire,England,DC,5,5,451,0,1,1,0,7.6,0.19,61,0.06,3,3,13,6,2,406,354,1,454,8,4,15,2,6,18,0,0,1,7.36,87,-0.19,3.77,0.75,0.77
353418,Diogo Dalot,Portugal,DR,3,3,268,0,1,0,0,7.9,0.03,12,0.29,4,2,1,1,1,119,95,4,179,8,2,6,1,1,1,1,0,1,7.27,80,-0.03,3.02,1.01,-0.98
330538,David Raum,Germany,DL,3,3,250,0,1,0,0,7.3,0.0,11,0.23,4,1,1,0,0,143,125,7,241,9,7,5,2,5,2,3,0,1,7.2,87,0.0,3.49,1.26,-0.51
