match_id,date,team,opponent,side,source,goals,conceded,possession,shots,sot,passes,pass_acc,big_chances,big_missed,saves,fouls,duels_won,xg,corners
2018_06_19_Russia_vs_Egypt,2018-06-19,Egypt,Russia,away,whoscored,1,3,52,16,6,497,75,1,0,4,10,47,,
2018_06_20_Iran_vs_Spain,2018-06-20,Iran,Spain,home,fotmob,0,1,22,7,0,212,66,1,1,2,14,50,,2
2018_06_20_Iran_vs_Spain,2018-06-20,Spain,Iran,away,fotmob,1,0,78,16,6,764,91,1,1,0,14,50,,6
2018_06_20_Iran_vs_Spain,2018-06-20,Iran,Spain,home,whoscored,0,1,23,7,0,242,63,1,1,10,14,49,,
2018_06_20_Iran_vs_Spain,2018-06-20,Spain,Iran,away,whoscored,1,0,77,16,12,816,89,1,1,0,14,51,,
2018_06_20_Portugal_vs_Morocco,2018-06-20,Portugal,Morocco,home,fotmob,1,0,45,11,2,375,73,2,1,4,19,49,,5
2018_06_20_Portugal_vs_Morocco,2018-06-20,Morocco,Portugal,away,fotmob,0,1,55,15,4,440,78,1,1,1,22,51,,7
2018_06_20_Portugal_vs_Morocco,2018-06-20,Portugal,Morocco,home,whoscored,1,0,45,11,6,407,72,2,1,6,19,49,,
2018_06_20_Portugal_vs_Morocco,2018-06-20,Morocco,Portugal,away,whoscored,0,1,55,15,6,507,76,1,1,5,22,51,,
2018_06_20_Uruguay_vs_Saudi_Arabia,2018-06-20,Uruguay,Saudi Arabia,home,fotmob,1,1,48,13,3,499,85,3,2,2,10,55,,3
2018_06_20_Uruguay_vs_Saudi_Arabia,2018-06-20,Saudi Arabia,Uruguay,away,fotmob,1,1,52,8,2,547,87,1,1,2,13,45,,4
2018_06_20_Uruguay_vs_Saudi_Arabia,2018-06-20,Uruguay,Saudi Arabia,home,whoscored,1,1,34,7,4,347,72,1,0,15,11,51,,
2018_06_20_Uruguay_vs_Saudi_Arabia,2018-06-20,Saudi Arabia,Uruguay,away,whoscored,1,1,66,27,17,681,85,2,1,3,6,49,,
2018_06_21_Argentina_vs_Croatia,2018-06-21,Argentina,Croatia,home,fotmob,0,3,57,10,3,486,79,3,3,2,16,50,,5
2018_06_21_Argentina_vs_Croatia,2018-06-21,Croatia,Argentina,away,fotmob,3,0,43,15,5,364,74,3,1,3,22,50,,2
2018_06_21_Argentina_vs_Croatia,2018-06-21,Argentina,Croatia,home,whoscored,0,3,57,10,7,528,78,2,2,6,16,44,,
2018_06_21_Argentina_vs_Croatia,2018-06-21,Croatia,Argentina,away,whoscored,3,0,43,15,9,403,74,3,1,7,22,56,,
2018_06_21_Denmark_vs_Australia,2018-06-21,Denmark,Australia,home,fotmob,1,1,47,9,4,445,87,2,1,3,7,48,,3
2018_06_21_Denmark_vs_Australia,2018-06-21,Australia,Denmark,away,fotmob,1,1,53,14,4,493,85,1,0,4,5,52,,5
2018_06_21_Denmark_vs_Australia,2018-06-21,Denmark,Australia,home,whoscored,1,1,47,9,4,480,85,2,1,7,7,45,,
2018_06_21_Denmark_vs_Australia,2018-06-21,Australia,Denmark,away,whoscored,1,1,53,14,9,542,82,1,0,4,5,55,,
2018_06_21_France_vs_Peru,2018-06-21,France,Peru,home,fotmob,1,0,44,12,5,388,78,3,2,2,11,56,,5
2018_06_21_France_vs_Peru,2018-06-21,Peru,France,away,fotmob,0,1,56,11,2,505,81,1,1,3,15,44,,3
2018_06_21_France_vs_Peru,2018-06-21,France,Peru,home,whoscored,1,0,44,12,6,428,77,3,2,4,11,56,,
2018_06_21_France_vs_Peru,2018-06-21,Peru,France,away,whoscored,0,1,56,11,4,551,80,1,1,4,15,44,,
2018_06_22_Brazil_vs_Costa_Rica,2018-06-22,Brazil,Costa Rica,home,fotmob,2,0,73,23,11,695,92,5,3,0,11,53,,9
2018_06_22_Brazil_vs_Costa_Rica,2018-06-22,Costa Rica,Brazil,away,fotmob,0,2,27,3,0,263,71,0,0,7,11,47,,1
2018_06_22_Brazil_vs_Costa_Rica,2018-06-22,Brazil,Costa Rica,home,whoscored,2,0,72,23,13,752,89,5,3,0,11,55,,
2018_06_22_Brazil_vs_Costa_Rica,2018-06-22,Costa Rica,Brazil,away,whoscored,0,2,28,3,0,290,71,0,0,11,11,45,,
2018_06_22_Nigeria_vs_Iceland,2018-06-22,Nigeria,Iceland,home,fotmob,2,0,61,16,4,469,82,2,0,3,9,59,,6
2018_06_22_Nigeria_vs_Iceland,2018-06-22,Iceland,Nigeria,away,fotmob,0,2,39,10,3,291,71,2,2,2,10,41,,5
2018_06_22_Nigeria_vs_Iceland,2018-06-22,Nigeria,Iceland,home,whoscored,2,0,60,16,10,509,80,2,0,4,9,55,,
2018_06_22_Nigeria_vs_Iceland,2018-06-22,Iceland,Nigeria,away,whoscored,0,2,40,10,4,335,67,2,2,8,10,45,,
2018_06_22_Serbia_vs_Switzerland,2018-06-22,Serbia,Switzerland,home,fotmob,1,2,37,13,3,303,76,2,1,3,17,54,,3
2018_06_22_Serbia_vs_Switzerland,2018-06-22,Switzerland,Serbia,away,fotmob,2,1,63,20,5,523,85,3,2,2,13,46,,7
2018_06_22_Serbia_vs_Switzerland,2018-06-22,Serbia,Switzerland,home,whoscored,1,2,38,13,5,346,74,2,1,10,17,56,,
2018_06_22_Serbia_vs_Switzerland,2018-06-22,Switzerland,Serbia,away,whoscored,2,1,62,20,13,559,84,3,2,4,13,44,,
2018_06_23_Belgium_vs_Tunisia,2018-06-23,Belgium,Tunisia,home,fotmob,5,2,50,23,12,432,85,7,3,3,12,55,,4
2018_06_23_Belgium_vs_Tunisia,2018-06-23,Tunisia,Belgium,away,fotmob,2,5,50,14,5,432,83,1,0,6,13,45,,2
2018_06_23_Belgium_vs_Tunisia,2018-06-23,Belgium,Tunisia,home,whoscored,5,2,50,23,15,473,84,7,3,6,12,64,,
2018_06_23_Belgium_vs_Tunisia,2018-06-23,Tunisia,Belgium,away,whoscored,2,5,50,14,8,477,81,1,0,10,13,36,,
2018_06_23_Germany_vs_Sweden,2018-06-23,Germany,Sweden,home,fotmob,2,1,76,17,5,665,89,2,2,4,12,59,,8
2018_06_23_Germany_vs_Sweden,2018-06-23,Sweden,Germany,away,fotmob,1,2,24,8,5,215,71,2,1,3,14,41,,3
2018_06_23_Germany_vs_Sweden,2018-06-23,Germany,Sweden,home,whoscored,2,1,75,17,12,734,86,1,1,7,12,66,,
2018_06_23_Germany_vs_Sweden,2018-06-23,Sweden,Germany,away,whoscored,1,2,25,8,7,245,68,2,1,10,14,34,,
2018_06_23_South_Korea_vs_Mexico,2018-06-23,South Korea,Mexico,home,fotmob,1,2,42,16,4,332,82,0,0,3,24,41,,7
2018_06_23_South_Korea_vs_Mexico,2018-06-23,Mexico,South Korea,away,fotmob,2,1,58,13,5,458,89,3,1,3,7,59,,5
2018_06_23_South_Korea_vs_Mexico,2018-06-23,South Korea,Mexico,home,whoscored,1,2,42,16,13,368,80,0,0,4,24,48,,
2018_06_23_South_Korea_vs_Mexico,2018-06-23,Mexico,South Korea,away,whoscored,2,1,58,13,6,499,87,3,1,13,7,52,,
2018_06_24_England_vs_Panama,2018-06-24,England,Panama,home,fotmob,6,1,60,11,7,590,93,5,1,1,13,56,,3
2018_06_24_England_vs_Panama,2018-06-24,Panama,England,away,fotmob,1,6,40,9,2,376,89,3,2,1,13,44,,2
2018_06_24_England_vs_Panama,2018-06-24,England,Panama,home,whoscored,6,1,60,11,9,611,92,5,1,2,13,60,,
2018_06_24_England_vs_Panama,2018-06-24,Panama,England,away,whoscored,1,6,40,9,3,409,86,3,2,2,13,40,,
2018_06_24_Japan_vs_Senegal,2018-06-24,Japan,Senegal,home,fotmob,2,2,57,7,3,446,81,2,1,5,9,48,,2
2018_06_24_Japan_vs_Senegal,2018-06-24,Senegal,Japan,away,fotmob,2,2,43,16,7,324,76,2,0,1,13,52,,5
2018_06_24_Japan_vs_Senegal,2018-06-24,Japan,Senegal,home,whoscored,2,2,56,7,5,474,80,1,0,8,9,46,,
2018_06_24_Japan_vs_Senegal,2018-06-24,Senegal,Japan,away,whoscored,2,2,44,16,10,375,74,2,0,2,13,54,,
2018_06_24_Poland_vs_Colombia,2018-06-24,Poland,Colombia,home,fotmob,0,3,45,10,2,411,78,2,2,0,15,50,,7
2018_06_24_Poland_vs_Colombia,2018-06-24,Colombia,Poland,away,fotmob,3,0,55,13,4,490,84,4,1,2,10,50,,5
2018_06_24_Poland_vs_Colombia,2018-06-24,Poland,Colombia,home,whoscored,0,3,45,10,8,444,77,2,2,4,15,54,,
2018_06_24_Poland_vs_Colombia,2018-06-24,Colombia,Poland,away,whoscored,3,0,55,13,8,536,80,4,1,8,10,46,,
2018_06_25_Iran_vs_Portugal,2018-06-25,Iran,Portugal,home,fotmob,1,1,26,8,2,205,64,2,1,3,16,47,,1
2018_06_25_Iran_vs_Portugal,2018-06-25,Portugal,Iran,away,fotmob,1,1,74,13,4,597,88,1,1,1,11,53,,5
2018_06_25_Iran_vs_Portugal,2018-06-25,Iran,Portugal,home,whoscored,1,1,27,8,3,234,64,2,1,6,16,47,,
2018_06_25_Iran_vs_Portugal,2018-06-25,Portugal,Iran,away,whoscored,1,1,73,13,7,643,86,1,1,2,11,53,,
2018_06_25_Saudi_Arabia_vs_Egypt,2018-06-25,Saudi Arabia,Egypt,home,fotmob,2,1,64,23,7,637,90,3,2,0,7,51,,7
2018_06_25_Saudi_Arabia_vs_Egypt,2018-06-25,Egypt,Saudi Arabia,away,fotmob,1,2,36,7,1,357,80,2,1,5,16,49,,2
2018_06_25_Saudi_Arabia_vs_Egypt,2018-06-25,Saudi Arabia,Egypt,home,whoscored,2,1,64,23,13,679,88,3,2,1,7,44,,
2018_06_25_Saudi_Arabia_vs_Egypt,2018-06-25,Egypt,Saudi Arabia,away,whoscored,1,2,36,7,2,387,78,2,1,11,16,56,,
2018_06_25_Spain_vs_Morocco,2018-06-25,Spain,Morocco,home,fotmob,2,2,75,18,5,731,92,4,2,1,5,56,,7
2018_06_25_Spain_vs_Morocco,2018-06-25,Morocco,Spain,away,fotmob,2,2,25,6,3,241,77,2,1,2,17,44,,1
2018_06_25_Spain_vs_Morocco,2018-06-25,Spain,Morocco,home,whoscored,2,2,75,18,6,779,91,4,2,2,5,45,,
2018_06_25_Spain_vs_Morocco,2018-06-25,Morocco,Spain,away,whoscored,2,2,25,6,4,263,76,2,1,4,17,55,,
2018_06_25_Uruguay_vs_Russia,2018-06-25,Uruguay,Russia,home,fotmob,3,0,58,14,6,489,85,4,3,1,17,44,,4
2018_06_25_Uruguay_vs_Russia,2018-06-25,Russia,Uruguay,away,fotmob,0,3,42,3,1,352,80,0,0,4,18,56,,2
2018_06_25_Uruguay_vs_Russia,2018-06-25,Uruguay,Russia,home,whoscored,3,0,58,14,10,528,83,4,3,2,17,39,,
2018_06_25_Uruguay_vs_Russia,2018-06-25,Russia,Uruguay,away,whoscored,0,3,42,4,3,387,78,0,0,8,18,61,,
2018_06_26_Australia_vs_Peru,2018-06-26,Australia,Peru,home,fotmob,0,2,57,13,2,516,87,0,0,1,13,47,,8
2018_06_26_Australia_vs_Peru,2018-06-26,Peru,Australia,away,fotmob,2,0,43,4,3,405,80,0,0,2,12,53,,3
2018_06_26_Australia_vs_Peru,2018-06-26,Australia,Peru,home,whoscored,0,2,57,13,7,580,85,0,0,1,13,51,,
2018_06_26_Australia_vs_Peru,2018-06-26,Peru,Australia,away,whoscored,2,0,43,4,3,429,79,0,0,7,12,49,,
2018_06_26_Denmark_vs_France,2018-06-26,Denmark,France,home,fotmob,0,0,32,7,2,305,71,1,1,4,10,50,,4
2018_06_26_Denmark_vs_France,2018-06-26,France,Denmark,away,fotmob,0,0,68,11,3,633,88,0,0,2,11,50,,2
2018_06_26_Denmark_vs_France,2018-06-26,Denmark,France,home,whoscored,0,0,33,7,5,331,69,1,1,5,10,45,,
2018_06_26_Denmark_vs_France,2018-06-26,France,Denmark,away,whoscored,0,0,67,11,4,684,86,0,0,4,11,55,,
2018_06_26_Iceland_vs_Croatia,2018-06-26,Iceland,Croatia,home,fotmob,1,2,38,16,6,298,72,4,3,1,10,53,,10
2018_06_26_Iceland_vs_Croatia,2018-06-26,Croatia,Iceland,away,fotmob,2,1,62,14,3,504,87,2,0,5,11,47,,5
2018_06_26_Iceland_vs_Croatia,2018-06-26,Iceland,Croatia,home,whoscored,1,2,38,16,8,337,69,4,3,4,10,58,,
2018_06_26_Iceland_vs_Croatia,2018-06-26,Croatia,Iceland,away,whoscored,2,1,62,14,6,545,85,2,0,7,11,42,,
2018_06_26_Nigeria_vs_Argentina,2018-06-26,Nigeria,Argentina,home,fotmob,1,2,32,9,3,260,69,3,2,2,20,49,,3
2018_06_26_Nigeria_vs_Argentina,2018-06-26,Argentina,Nigeria,away,fotmob,2,1,68,8,4,562,83,2,1,2,15,51,,5
2018_06_26_Nigeria_vs_Argentina,2018-06-26,Nigeria,Argentina,home,whoscored,1,2,33,9,4,298,66,3,2,3,20,55,,
2018_06_26_Nigeria_vs_Argentina,2018-06-26,Argentina,Nigeria,away,whoscored,2,1,67,8,5,609,81,2,1,3,15,45,,
2018_06_27_Mexico_vs_Sweden,2018-06-27,Mexico,Sweden,home,fotmob,0,3,68,21,3,475,81,1,1,3,14,49,,7
2018_06_27_Mexico_vs_Sweden,2018-06-27,Sweden,Mexico,away,fotmob,3,0,32,15,5,230,60,5,3,3,11,51,,3
2018_06_27_Mexico_vs_Sweden,2018-06-27,Mexico,Sweden,home,whoscored,0,3,68,22,12,527,80,1,1,4,14,56,,
2018_06_27_Mexico_vs_Sweden,2018-06-27,Sweden,Mexico,away,whoscored,3,0,32,15,7,252,60,5,3,11,11,44,,
2018_06_27_Serbia_vs_Brazil,2018-06-27,Serbia,Brazil,home,fotmob,0,2,42,11,2,429,80,2,2,4,13,55,,5
2018_06_27_Serbia_vs_Brazil,2018-06-27,Brazil,Serbia,away,fotmob,2,0,58,14,6,627,87,4,2,1,7,45,,9
2018_06_27_Serbia_vs_Brazil,2018-06-27,Serbia,Brazil,home,whoscored,0,2,42,11,6,473,77,2,2,8,13,57,,
2018_06_27_Serbia_vs_Brazil,2018-06-27,Brazil,Serbia,away,whoscored,2,0,58,14,10,660,87,4,2,6,7,43,,
2018_06_27_South_Korea_vs_Germany,2018-06-27,South Korea,Germany,home,fotmob,2,0,25,12,5,228,71,3,1,6,16,37,,3
2018_06_27_South_Korea_vs_Germany,2018-06-27,Germany,South Korea,away,fotmob,0,2,75,25,6,683,90,4,4,3,7,63,,9
2018_06_27_South_Korea_vs_Germany,2018-06-27,South Korea,Germany,home,whoscored,2,0,25,12,6,253,71,3,1,14,16,44,,
2018_06_27_South_Korea_vs_Germany,2018-06-27,Germany,South Korea,away,whoscored,0,2,75,25,14,755,86,4,4,4,7,56,,
2018_06_27_Switzerland_vs_Costa_Rica,2018-06-27,Switzerland,Costa Rica,home,fotmob,2,2,62,12,3,554,88,3,1,5,9,56,,6
2018_06_27_Switzerland_vs_Costa_Rica,2018-06-27,Costa Rica,Switzerland,away,fotmob,2,2,38,14,6,329,79,3,2,1,14,44,,5
2018_06_27_Switzerland_vs_Costa_Rica,2018-06-27,Switzerland,Costa Rica,home,whoscored,2,2,62,13,8,601,86,3,1,7,9,53,,
2018_06_27_Switzerland_vs_Costa_Rica,2018-06-27,Costa Rica,Switzerland,away,whoscored,2,2,38,14,8,368,78,3,2,5,14,47,,
2018_06_28_England_vs_Belgium,2018-06-28,England,Belgium,home,fotmob,2,0,47,11,2,450,88,2,2,2,11,48,,7
2018_06_28_England_vs_Belgium,2018-06-28,Belgium,England,away,fotmob,0,2,53,14,4,519,87,1,1,1,14,52,,2
2018_06_28_England_vs_Belgium,2018-06-28,England,Belgium,home,whoscored,2,0,42,12,9,513,87,2,0,8,11,46,,
2018_06_28_England_vs_Belgium,2018-06-28,Belgium,England,away,whoscored,0,2,58,15,8,699,90,1,1,7,4,54,,
2018_06_28_Japan_vs_Poland,2018-06-28,Japan,Poland,home,fotmob,0,1,54,10,3,532,86,0,0,2,11,51,,5
2018_06_28_Japan_vs_Poland,2018-06-28,Poland,Japan,away,fotmob,1,0,46,11,2,444,85,2,1,3,8,49,,7
2018_06_28_Japan_vs_Poland,2018-06-28,Japan,Poland,home,whoscored,0,1,54,10,6,572,85,0,0,6,11,55,,
2018_06_28_Japan_vs_Poland,2018-06-28,Poland,Japan,away,whoscored,1,0,46,11,6,493,82,2,1,6,8,45,,
2018_06_28_Panama_vs_Tunisia,2018-06-28,Panama,Tunisia,home,fotmob,1,2,31,9,4,273,73,1,1,4,19,44,,0
2018_06_28_Panama_vs_Tunisia,2018-06-28,Tunisia,Panama,away,fotmob,2,1,69,15,6,605,86,3,1,4,19,56,,6
2018_06_28_Panama_vs_Tunisia,2018-06-28,Panama,Tunisia,home,whoscored,1,2,32,9,5,300,71,1,1,9,19,40,,
2018_06_28_Panama_vs_Tunisia,2018-06-28,Tunisia,Panama,away,whoscored,2,1,68,16,12,644,85,3,1,5,19,60,,
2018_06_28_Senegal_vs_Colombia,2018-06-28,Senegal,Colombia,home,fotmob,0,1,40,9,3,285,74,0,0,1,15,54,,1
2018_06_28_Senegal_vs_Colombia,2018-06-28,Colombia,Senegal,away,fotmob,1,0,60,4,2,423,81,0,0,4,15,46,,3
2018_06_28_Senegal_vs_Colombia,2018-06-28,Senegal,Colombia,home,whoscored,0,1,40,9,4,313,73,0,0,2,15,60,,
2018_06_28_Senegal_vs_Colombia,2018-06-28,Colombia,Senegal,away,whoscored,1,0,60,4,3,466,80,0,0,5,15,40,,
2018_06_30_France_vs_Argentina,2018-06-30,France,Argentina,home,fotmob,4,3,40,9,4,335,80,3,1,1,21,44,,0
2018_06_30_France_vs_Argentina,2018-06-30,Argentina,France,away,fotmob,3,4,60,12,4,496,88,1,0,0,15,56,,4
2018_06_30_France_vs_Argentina,2018-06-30,France,Argentina,home,whoscored,4,3,40,9,5,355,80,3,1,7,21,40,,
2018_06_30_France_vs_Argentina,2018-06-30,Argentina,France,away,whoscored,3,4,60,12,11,543,85,1,0,1,15,60,,
2018_06_30_Uruguay_vs_Portugal,2018-06-30,Uruguay,Portugal,home,fotmob,2,1,33,6,3,266,68,1,0,4,13,46,,2
2018_06_30_Uruguay_vs_Portugal,2018-06-30,Portugal,Uruguay,away,fotmob,1,2,67,20,5,533,87,2,1,1,13,54,,10
